model,target_type,location,forecast_date,weights
LANL-GrowthRate,Deaths,CZ,2021-08-23,0.134100149782937
MUNI-ARIMA,Deaths,CZ,2021-08-23,0.0918106797151704
MUNI_DMS-SEIAR,Deaths,CZ,2021-08-23,0.103519547805212
RobertWalraven-ESG,Deaths,CZ,2021-08-23,0.0918106797151704
USC-SIkJalpha,Deaths,CZ,2021-08-23,0.103519547805212
CovidMetrics-epiBATS,Cases,DE,2021-08-23,0.0696372081007977
epiforecasts-EpiNow2,Cases,DE,2021-08-23,0.0645859940634402
FIAS_FZJ-Epi1Ger,Cases,DE,2021-08-23,0.066158170191864
HZI-AgeExtendedSEIR,Cases,DE,2021-08-23,0.066158170191864
IEM_Health-CovidProject,Cases,DE,2021-08-23,0.066158170191864
ILM-EKF,Cases,DE,2021-08-23,0.0645859940634402
itwm-dSEIR,Cases,DE,2021-08-23,0.066158170191864
ITWW-county_repro,Cases,DE,2021-08-23,0.0645859940634402
Karlen-pypm,Cases,DE,2021-08-23,0.066158170191864
LANL-GrowthRate,Cases,DE,2021-08-23,0.0645859940634402
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-08-23,0.066158170191864
MUNI-ARIMA,Cases,DE,2021-08-23,0.0696372081007977
RobertWalraven-ESG,Cases,DE,2021-08-23,0.0696372081007977
UNIPV-BayesINGARCHX,Cases,DE,2021-08-23,0.0696372081007977
USC-SIkJalpha,Cases,DE,2021-08-23,0.066158170191864
epiforecasts-EpiNow2,Deaths,DE,2021-08-23,0.0351351998045844
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-08-23,0.0353576568080765
HZI-AgeExtendedSEIR,Deaths,DE,2021-08-23,0.0353576568080765
IEM_Health-CovidProject,Deaths,DE,2021-08-23,0.0353576568080765
ILM-EKF,Deaths,DE,2021-08-23,0.0351351998045844
itwm-dSEIR,Deaths,DE,2021-08-23,0.0353576568080765
ITWW-county_repro,Deaths,DE,2021-08-23,0.0351351998045844
Karlen-pypm,Deaths,DE,2021-08-23,0.0353576568080765
LANL-GrowthRate,Deaths,DE,2021-08-23,0.0351351998045844
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-08-23,0.0353576568080765
MUNI-ARIMA,Deaths,DE,2021-08-23,0.305977801562564
RobertWalraven-ESG,Deaths,DE,2021-08-23,0.305977801562564
USC-SIkJalpha,Deaths,DE,2021-08-23,0.0353576568080765
epiforecasts-EpiNow2,Cases,FR,2021-08-23,0.0245074045117292
IEM_Health-CovidProject,Cases,FR,2021-08-23,0.0351987077913984
ILM-EKF,Cases,FR,2021-08-23,0.0245074045117292
Karlen-pypm,Cases,FR,2021-08-23,0.0351987077913984
LANL-GrowthRate,Cases,FR,2021-08-23,0.0245074045117292
MUNI-ARIMA,Cases,FR,2021-08-23,0.410440831545309
RobertWalraven-ESG,Cases,FR,2021-08-23,0.410440831545309
USC-SIkJalpha,Cases,FR,2021-08-23,0.0351987077913984
epiforecasts-EpiNow2,Deaths,FR,2021-08-23,0.0522225078517738
IEM_Health-CovidProject,Deaths,FR,2021-08-23,0.0772306114743925
ILM-EKF,Deaths,FR,2021-08-23,0.0522225078517738
Karlen-pypm,Deaths,FR,2021-08-23,0.0772306114743925
LANL-GrowthRate,Deaths,FR,2021-08-23,0.0522225078517738
MUNI-ARIMA,Deaths,FR,2021-08-23,0.305820321010751
RobertWalraven-ESG,Deaths,FR,2021-08-23,0.305820321010751
USC-SIkJalpha,Deaths,FR,2021-08-23,0.0772306114743925
epiforecasts-EpiNow2,Cases,GB,2021-08-23,0.118700492505352
IEM_Health-CovidProject,Cases,GB,2021-08-23,0.0782426853907427
ILM-EKF,Cases,GB,2021-08-23,0.118700492505352
Karlen-pypm,Cases,GB,2021-08-23,0.0782426853907427
LANL-GrowthRate,Cases,GB,2021-08-23,0.118700492505352
MUNI-ARIMA,Cases,GB,2021-08-23,0.204585233155859
RobertWalraven-ESG,Cases,GB,2021-08-23,0.204585233155859
USC-SIkJalpha,Cases,GB,2021-08-23,0.0782426853907427
epiforecasts-EpiNow2,Deaths,GB,2021-08-23,0.106429793048454
IEM_Health-CovidProject,Deaths,GB,2021-08-23,0.104430283967673
ILM-EKF,Deaths,GB,2021-08-23,0.106429793048454
Karlen-pypm,Deaths,GB,2021-08-23,0.104430283967673
LANL-GrowthRate,Deaths,GB,2021-08-23,0.106429793048454
MUNI-ARIMA,Deaths,GB,2021-08-23,0.18370988447581
RobertWalraven-ESG,Deaths,GB,2021-08-23,0.18370988447581
USC-SIkJalpha,Deaths,GB,2021-08-23,0.104430283967673
epiforecasts-EpiNow2,Cases,PL,2021-08-23,0.0839188068136403
IEM_Health-CovidProject,Cases,PL,2021-08-23,0.139338599160573
ILM-EKF,Cases,PL,2021-08-23,0.0839188068136403
ITWW-county_repro,Cases,PL,2021-08-23,0.0839188068136403
Karlen-pypm,Cases,PL,2021-08-23,0.139338599160573
LANL-GrowthRate,Cases,PL,2021-08-23,0.0839188068136403
MUNI-ARIMA,Cases,PL,2021-08-23,0.0534851880515742
PL_GRedlarski-DistrictsSum,Cases,PL,2021-08-23,0.139338599160573
RobertWalraven-ESG,Cases,PL,2021-08-23,0.0534851880515742
USC-SIkJalpha,Cases,PL,2021-08-23,0.139338599160573
epiforecasts-EpiNow2,Deaths,PL,2021-08-23,0.0731478631649724
IEM_Health-CovidProject,Deaths,PL,2021-08-23,0.157988917914359
ILM-EKF,Deaths,PL,2021-08-23,0.0731478631649724
ITWW-county_repro,Deaths,PL,2021-08-23,0.0731478631649724
Karlen-pypm,Deaths,PL,2021-08-23,0.157988917914359
LANL-GrowthRate,Deaths,PL,2021-08-23,0.0731478631649724
MUNI-ARIMA,Deaths,PL,2021-08-23,0.116720896798516
RobertWalraven-ESG,Deaths,PL,2021-08-23,0.116720896798516
USC-SIkJalpha,Deaths,PL,2021-08-23,0.157988917914359
epiforecasts-EpiNow2,Cases,CZ,2021-08-30,0.103873360994722
IEM_Health-CovidProject,Cases,CZ,2021-08-30,0.123051419387439
ILM-EKF,Cases,CZ,2021-08-30,0.103873360994722
Karlen-pypm,Cases,CZ,2021-08-30,0.123051419387439
LANL-GrowthRate,Cases,CZ,2021-08-30,0.103873360994722
MUNI-ARIMA,Cases,CZ,2021-08-30,0.0980871197330399
MUNI_DMS-SEIAR,Cases,CZ,2021-08-30,0.123051419387439
RobertWalraven-ESG,Cases,CZ,2021-08-30,0.0980871197330399
USC-SIkJalpha,Cases,CZ,2021-08-30,0.123051419387439
epiforecasts-EpiNow2,Deaths,CZ,2021-08-30,0.142204060611531
IEM_Health-CovidProject,Deaths,CZ,2021-08-30,0.0749408201939791
ILM-EKF,Deaths,CZ,2021-08-30,0.142204060611531
Karlen-pypm,Deaths,CZ,2021-08-30,0.0749408201939791
LANL-GrowthRate,Deaths,CZ,2021-08-30,0.142204060611531
MUNI-ARIMA,Deaths,CZ,2021-08-30,0.0993418585977557
MUNI_DMS-SEIAR,Deaths,CZ,2021-08-30,0.0749408201939791
RobertWalraven-ESG,Deaths,CZ,2021-08-30,0.0993418585977557
UMass-MechBayes,Deaths,CZ,2021-08-30,0.0749408201939791
USC-SIkJalpha,Deaths,CZ,2021-08-30,0.0749408201939791
CovidMetrics-epiBATS,Cases,DE,2021-08-30,0.0778708266108268
epiforecasts-EpiNow2,Cases,DE,2021-08-30,0.0629903685177899
FIAS_FZJ-Epi1Ger,Cases,DE,2021-08-30,0.0623650313550762
HZI-AgeExtendedSEIR,Cases,DE,2021-08-30,0.0623650313550762
IEM_Health-CovidProject,Cases,DE,2021-08-30,0.0623650313550762
ILM-EKF,Cases,DE,2021-08-30,0.0629903685177899
itwm-dSEIR,Cases,DE,2021-08-30,0.0623650313550762
ITWW-county_repro,Cases,DE,2021-08-30,0.0629903685177899
Karlen-pypm,Cases,DE,2021-08-30,0.0623650313550762
LANL-GrowthRate,Cases,DE,2021-08-30,0.0629903685177899
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-08-30,0.0623650313550762
MUNI-ARIMA,Cases,DE,2021-08-30,0.0778708266108268
RobertWalraven-ESG,Cases,DE,2021-08-30,0.0778708266108268
UNIPV-BayesINGARCHX,Cases,DE,2021-08-30,0.0778708266108268
USC-SIkJalpha,Cases,DE,2021-08-30,0.0623650313550762
epiforecasts-EpiNow2,Deaths,DE,2021-08-30,0.0313297131056228
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-08-30,0.0326757038150524
HZI-AgeExtendedSEIR,Deaths,DE,2021-08-30,0.0326757038150524
IEM_Health-CovidProject,Deaths,DE,2021-08-30,0.0326757038150524
ILM-EKF,Deaths,DE,2021-08-30,0.0313297131056228
itwm-dSEIR,Deaths,DE,2021-08-30,0.0326757038150524
ITWW-county_repro,Deaths,DE,2021-08-30,0.0313297131056228
Karlen-pypm,Deaths,DE,2021-08-30,0.0326757038150524
LANL-GrowthRate,Deaths,DE,2021-08-30,0.0313297131056228
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-08-30,0.0326757038150524
MUNI-ARIMA,Deaths,DE,2021-08-30,0.306637758528545
RobertWalraven-ESG,Deaths,DE,2021-08-30,0.306637758528545
UMass-MechBayes,Deaths,DE,2021-08-30,0.0326757038150524
USC-SIkJalpha,Deaths,DE,2021-08-30,0.0326757038150524
epiforecasts-EpiNow2,Cases,FR,2021-08-30,0.0627598401810042
IEM_Health-CovidProject,Cases,FR,2021-08-30,0.150857342308312
ILM-EKF,Cases,FR,2021-08-30,0.0627598401810042
Karlen-pypm,Cases,FR,2021-08-30,0.150857342308312
LANL-GrowthRate,Cases,FR,2021-08-30,0.0627598401810042
MUNI-ARIMA,Cases,FR,2021-08-30,0.179574226266025
RobertWalraven-ESG,Cases,FR,2021-08-30,0.179574226266025
USC-SIkJalpha,Cases,FR,2021-08-30,0.150857342308312
epiforecasts-EpiNow2,Deaths,FR,2021-08-30,0.0885267309769729
IEM_Health-CovidProject,Deaths,FR,2021-08-30,0.0504756498977929
ILM-EKF,Deaths,FR,2021-08-30,0.0885267309769729
Karlen-pypm,Deaths,FR,2021-08-30,0.0504756498977929
LANL-GrowthRate,Deaths,FR,2021-08-30,0.0885267309769729
MUNI-ARIMA,Deaths,FR,2021-08-30,0.266258603738955
RobertWalraven-ESG,Deaths,FR,2021-08-30,0.266258603738955
UMass-MechBayes,Deaths,FR,2021-08-30,0.0504756498977929
USC-SIkJalpha,Deaths,FR,2021-08-30,0.0504756498977929
epiforecasts-EpiNow2,Cases,GB,2021-08-30,0.121831188457909
IEM_Health-CovidProject,Cases,GB,2021-08-30,0.050242529842563
ILM-EKF,Cases,GB,2021-08-30,0.121831188457909
Karlen-pypm,Cases,GB,2021-08-30,0.050242529842563
LANL-GrowthRate,Cases,GB,2021-08-30,0.121831188457909
MUNI-ARIMA,Cases,GB,2021-08-30,0.241889422549292
RobertWalraven-ESG,Cases,GB,2021-08-30,0.241889422549292
USC-SIkJalpha,Cases,GB,2021-08-30,0.050242529842563
epiforecasts-EpiNow2,Deaths,GB,2021-08-30,0.100341398415511
IEM_Health-CovidProject,Deaths,GB,2021-08-30,0.0560106564053432
ILM-EKF,Deaths,GB,2021-08-30,0.100341398415511
Karlen-pypm,Deaths,GB,2021-08-30,0.0560106564053432
LANL-GrowthRate,Deaths,GB,2021-08-30,0.100341398415511
MUNI-ARIMA,Deaths,GB,2021-08-30,0.237466589566047
RobertWalraven-ESG,Deaths,GB,2021-08-30,0.237466589566047
UMass-MechBayes,Deaths,GB,2021-08-30,0.0560106564053432
USC-SIkJalpha,Deaths,GB,2021-08-30,0.0560106564053432
epiforecasts-EpiNow2,Cases,PL,2021-08-30,0.0889449962089623
IEM_Health-CovidProject,Cases,PL,2021-08-30,0.107527846882784
ILM-EKF,Cases,PL,2021-08-30,0.0889449962089623
ITWW-county_repro,Cases,PL,2021-08-30,0.0889449962089623
Karlen-pypm,Cases,PL,2021-08-30,0.107527846882784
LANL-GrowthRate,Cases,PL,2021-08-30,0.0889449962089623
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-08-30,0.107527846882784
MUNI-ARIMA,Cases,PL,2021-08-30,0.053290390375116
PL_GRedlarski-DistrictsSum,Cases,PL,2021-08-30,0.107527846882784
RobertWalraven-ESG,Cases,PL,2021-08-30,0.053290390375116
USC-SIkJalpha,Cases,PL,2021-08-30,0.107527846882784
epiforecasts-EpiNow2,Deaths,PL,2021-08-30,0.0678481078094903
IEM_Health-CovidProject,Deaths,PL,2021-08-30,0.0952450421578046
ILM-EKF,Deaths,PL,2021-08-30,0.0678481078094903
ITWW-county_repro,Deaths,PL,2021-08-30,0.0678481078094903
Karlen-pypm,Deaths,PL,2021-08-30,0.0952450421578046
LANL-GrowthRate,Deaths,PL,2021-08-30,0.0678481078094903
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-08-30,0.0952450421578046
MUNI-ARIMA,Deaths,PL,2021-08-30,0.126191178986508
RobertWalraven-ESG,Deaths,PL,2021-08-30,0.126191178986508
UMass-MechBayes,Deaths,PL,2021-08-30,0.0952450421578046
USC-SIkJalpha,Deaths,PL,2021-08-30,0.0952450421578046
epiforecasts-EpiNow2,Cases,CZ,2021-09-06,0.104162805521866
IEM_Health-CovidProject,Cases,CZ,2021-09-06,0.117572078876185
ILM-EKF,Cases,CZ,2021-09-06,0.104162805521866
Karlen-pypm,Cases,CZ,2021-09-06,0.117572078876185
LANL-GrowthRate,Cases,CZ,2021-09-06,0.104162805521866
MUNI-ARIMA,Cases,CZ,2021-09-06,0.10861163396483
MUNI_DMS-SEIAR,Cases,CZ,2021-09-06,0.117572078876185
RobertWalraven-ESG,Cases,CZ,2021-09-06,0.10861163396483
USC-SIkJalpha,Cases,CZ,2021-09-06,0.117572078876185
epiforecasts-EpiNow2,Deaths,CZ,2021-09-06,0.128897044662997
IEM_Health-CovidProject,Deaths,CZ,2021-09-06,0.0808705511794638
ILM-EKF,Deaths,CZ,2021-09-06,0.128897044662997
Karlen-pypm,Deaths,CZ,2021-09-06,0.0808705511794638
LANL-GrowthRate,Deaths,CZ,2021-09-06,0.128897044662997
MUNI-ARIMA,Deaths,CZ,2021-09-06,0.104478055056845
MUNI_DMS-SEIAR,Deaths,CZ,2021-09-06,0.0808705511794638
RobertWalraven-ESG,Deaths,CZ,2021-09-06,0.104478055056845
UMass-MechBayes,Deaths,CZ,2021-09-06,0.0808705511794638
USC-SIkJalpha,Deaths,CZ,2021-09-06,0.0808705511794638
CovidMetrics-epiBATS,Cases,DE,2021-09-06,0.0804660005899948
epiforecasts-EpiNow2,Cases,DE,2021-09-06,0.0858211520861274
FIAS_FZJ-Epi1Ger,Cases,DE,2021-09-06,0.0478359127565016
HZI-AgeExtendedSEIR,Cases,DE,2021-09-06,0.0478359127565016
IEM_Health-CovidProject,Cases,DE,2021-09-06,0.0478359127565016
ILM-EKF,Cases,DE,2021-09-06,0.0858211520861274
itwm-dSEIR,Cases,DE,2021-09-06,0.0478359127565016
ITWW-county_repro,Cases,DE,2021-09-06,0.0858211520861274
Karlen-pypm,Cases,DE,2021-09-06,0.0478359127565016
LANL-GrowthRate,Cases,DE,2021-09-06,0.0858211520861274
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-09-06,0.0478359127565016
MUNI-ARIMA,Cases,DE,2021-09-06,0.0804660005899948
RobertWalraven-ESG,Cases,DE,2021-09-06,0.0804660005899948
UNIPV-BayesINGARCHX,Cases,DE,2021-09-06,0.0804660005899948
USC-SIkJalpha,Cases,DE,2021-09-06,0.0478359127565016
epiforecasts-EpiNow2,Deaths,DE,2021-09-06,0.0555886583045613
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-09-06,0.0338020892843195
HZI-AgeExtendedSEIR,Deaths,DE,2021-09-06,0.0338020892843195
IEM_Health-CovidProject,Deaths,DE,2021-09-06,0.0338020892843195
ILM-EKF,Deaths,DE,2021-09-06,0.0555886583045613
itwm-dSEIR,Deaths,DE,2021-09-06,0.0338020892843195
ITWW-county_repro,Deaths,DE,2021-09-06,0.0555886583045613
Karlen-pypm,Deaths,DE,2021-09-06,0.0338020892843195
LANL-GrowthRate,Deaths,DE,2021-09-06,0.0555886583045613
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-09-06,0.0338020892843195
MUNI-ARIMA,Deaths,DE,2021-09-06,0.2536143262536
RobertWalraven-ESG,Deaths,DE,2021-09-06,0.2536143262536
UMass-MechBayes,Deaths,DE,2021-09-06,0.0338020892843195
USC-SIkJalpha,Deaths,DE,2021-09-06,0.0338020892843195
epiforecasts-EpiNow2,Cases,FR,2021-09-06,0.11855346858762
IEM_Health-CovidProject,Cases,FR,2021-09-06,0.0994242616470745
ILM-EKF,Cases,FR,2021-09-06,0.11855346858762
Karlen-pypm,Cases,FR,2021-09-06,0.0994242616470745
LANL-GrowthRate,Cases,FR,2021-09-06,0.11855346858762
MUNI-ARIMA,Cases,FR,2021-09-06,0.173033404647959
RobertWalraven-ESG,Cases,FR,2021-09-06,0.173033404647959
USC-SIkJalpha,Cases,FR,2021-09-06,0.0994242616470745
epiforecasts-EpiNow2,Deaths,FR,2021-09-06,0.14673027760489
IEM_Health-CovidProject,Deaths,FR,2021-09-06,0.0399269912735163
ILM-EKF,Deaths,FR,2021-09-06,0.14673027760489
Karlen-pypm,Deaths,FR,2021-09-06,0.0399269912735163
LANL-GrowthRate,Deaths,FR,2021-09-06,0.14673027760489
MUNI-ARIMA,Deaths,FR,2021-09-06,0.200050601045632
RobertWalraven-ESG,Deaths,FR,2021-09-06,0.200050601045632
UMass-MechBayes,Deaths,FR,2021-09-06,0.0399269912735163
USC-SIkJalpha,Deaths,FR,2021-09-06,0.0399269912735163
epiforecasts-EpiNow2,Cases,GB,2021-09-06,0.1848416258859
IEM_Health-CovidProject,Cases,GB,2021-09-06,0.0274029476428116
ILM-EKF,Cases,GB,2021-09-06,0.1848416258859
Karlen-pypm,Cases,GB,2021-09-06,0.0274029476428116
LANL-GrowthRate,Cases,GB,2021-09-06,0.1848416258859
MUNI-ARIMA,Cases,GB,2021-09-06,0.181633139706933
RobertWalraven-ESG,Cases,GB,2021-09-06,0.181633139706933
USC-SIkJalpha,Cases,GB,2021-09-06,0.0274029476428116
epiforecasts-EpiNow2,Deaths,GB,2021-09-06,0.117734196161256
IEM_Health-CovidProject,Deaths,GB,2021-09-06,0.0612743991760974
ILM-EKF,Deaths,GB,2021-09-06,0.117734196161256
Karlen-pypm,Deaths,GB,2021-09-06,0.0612743991760974
LANL-GrowthRate,Deaths,GB,2021-09-06,0.117734196161256
MUNI-ARIMA,Deaths,GB,2021-09-06,0.200849907405921
RobertWalraven-ESG,Deaths,GB,2021-09-06,0.200849907405921
UMass-MechBayes,Deaths,GB,2021-09-06,0.0612743991760974
USC-SIkJalpha,Deaths,GB,2021-09-06,0.0612743991760974
epiforecasts-EpiNow2,Cases,PL,2021-09-06,0.103331063606634
IEM_Health-CovidProject,Cases,PL,2021-09-06,0.0930149808978318
ILM-EKF,Cases,PL,2021-09-06,0.103331063606634
ITWW-county_repro,Cases,PL,2021-09-06,0.103331063606634
Karlen-pypm,Cases,PL,2021-09-06,0.0930149808978318
LANL-GrowthRate,Cases,PL,2021-09-06,0.103331063606634
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-09-06,0.0930149808978318
MUNI-ARIMA,Cases,PL,2021-09-06,0.0608004205421523
PL_GRedlarski-DistrictsSum,Cases,PL,2021-09-06,0.0930149808978318
RobertWalraven-ESG,Cases,PL,2021-09-06,0.0608004205421523
USC-SIkJalpha,Cases,PL,2021-09-06,0.0930149808978318
epiforecasts-EpiNow2,Deaths,PL,2021-09-06,0.0905916567447968
IEM_Health-CovidProject,Deaths,PL,2021-09-06,0.0831615293130693
ILM-EKF,Deaths,PL,2021-09-06,0.0905916567447968
ITWW-county_repro,Deaths,PL,2021-09-06,0.0905916567447968
Karlen-pypm,Deaths,PL,2021-09-06,0.0831615293130693
LANL-GrowthRate,Deaths,PL,2021-09-06,0.0905916567447968
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-09-06,0.0831615293130693
MUNI-ARIMA,Deaths,PL,2021-09-06,0.110912863227733
RobertWalraven-ESG,Deaths,PL,2021-09-06,0.110912863227733
UMass-MechBayes,Deaths,PL,2021-09-06,0.0831615293130693
USC-SIkJalpha,Deaths,PL,2021-09-06,0.0831615293130693
epiforecasts-EpiNow2,Cases,CZ,2021-09-13,0.112893275291918
IEM_Health-CovidProject,Cases,CZ,2021-09-13,0.0944792431391127
ILM-EKF,Cases,CZ,2021-09-13,0.112893275291918
Karlen-pypm,Cases,CZ,2021-09-13,0.0944792431391127
LANL-GrowthRate,Cases,CZ,2021-09-13,0.112893275291918
MUNI-ARIMA,Cases,CZ,2021-09-13,0.141701600783897
MUNI_DMS-SEIAR,Cases,CZ,2021-09-13,0.0944792431391127
RobertWalraven-ESG,Cases,CZ,2021-09-13,0.141701600783897
USC-SIkJalpha,Cases,CZ,2021-09-13,0.0944792431391127
epiforecasts-EpiNow2,Deaths,CZ,2021-09-13,0.134298090040641
IEM_Health-CovidProject,Deaths,CZ,2021-09-13,0.0836680581155969
ILM-EKF,Deaths,CZ,2021-09-13,0.134298090040641
Karlen-pypm,Deaths,CZ,2021-09-13,0.0836680581155969
LANL-GrowthRate,Deaths,CZ,2021-09-13,0.134298090040641
MUNI-ARIMA,Deaths,CZ,2021-09-13,0.0893827196500468
MUNI_DMS-SEIAR,Deaths,CZ,2021-09-13,0.0836680581155969
RobertWalraven-ESG,Deaths,CZ,2021-09-13,0.0893827196500468
UMass-MechBayes,Deaths,CZ,2021-09-13,0.0836680581155969
USC-SIkJalpha,Deaths,CZ,2021-09-13,0.0836680581155969
CovidMetrics-epiBATS,Cases,DE,2021-09-13,0.121033441891825
epiforecasts-EpiNow2,Cases,DE,2021-09-13,0.0717819918545004
FIAS_FZJ-Epi1Ger,Cases,DE,2021-09-13,0.0326768950020996
HZI-AgeExtendedSEIR,Cases,DE,2021-09-13,0.0326768950020996
IEM_Health-CovidProject,Cases,DE,2021-09-13,0.0326768950020996
ILM-EKF,Cases,DE,2021-09-13,0.0717819918545004
itwm-dSEIR,Cases,DE,2021-09-13,0.0326768950020996
ITWW-county_repro,Cases,DE,2021-09-13,0.0717819918545004
Karlen-pypm,Cases,DE,2021-09-13,0.0326768950020996
LANL-GrowthRate,Cases,DE,2021-09-13,0.0717819918545004
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-09-13,0.0326768950020996
MUNI-ARIMA,Cases,DE,2021-09-13,0.121033441891825
RobertWalraven-ESG,Cases,DE,2021-09-13,0.121033441891825
UNIPV-BayesINGARCHX,Cases,DE,2021-09-13,0.121033441891825
USC-SIkJalpha,Cases,DE,2021-09-13,0.0326768950020996
epiforecasts-EpiNow2,Deaths,DE,2021-09-13,0.0630048070626599
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-09-13,0.0379046315591096
HZI-AgeExtendedSEIR,Deaths,DE,2021-09-13,0.0379046315591096
IEM_Health-CovidProject,Deaths,DE,2021-09-13,0.0379046315591096
ILM-EKF,Deaths,DE,2021-09-13,0.0630048070626599
itwm-dSEIR,Deaths,DE,2021-09-13,0.0379046315591096
ITWW-county_repro,Deaths,DE,2021-09-13,0.0630048070626599
Karlen-pypm,Deaths,DE,2021-09-13,0.0379046315591096
LANL-GrowthRate,Deaths,DE,2021-09-13,0.0630048070626599
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-09-13,0.0379046315591096
MUNI-ARIMA,Deaths,DE,2021-09-13,0.222371859638242
RobertWalraven-ESG,Deaths,DE,2021-09-13,0.222371859638242
UMass-MechBayes,Deaths,DE,2021-09-13,0.0379046315591096
USC-SIkJalpha,Deaths,DE,2021-09-13,0.0379046315591096
epiforecasts-EpiNow2,Cases,FR,2021-09-13,0.140626985805556
IEM_Health-CovidProject,Cases,FR,2021-09-13,0.0844743105941324
ILM-EKF,Cases,FR,2021-09-13,0.140626985805556
Karlen-pypm,Cases,FR,2021-09-13,0.0844743105941324
LANL-GrowthRate,Cases,FR,2021-09-13,0.140626985805556
MUNI-ARIMA,Cases,FR,2021-09-13,0.162348055400468
RobertWalraven-ESG,Cases,FR,2021-09-13,0.162348055400468
USC-SIkJalpha,Cases,FR,2021-09-13,0.0844743105941324
epiforecasts-EpiNow2,Deaths,FR,2021-09-13,0.127859507831777
IEM_Health-CovidProject,Deaths,FR,2021-09-13,0.0393919536696007
ILM-EKF,Deaths,FR,2021-09-13,0.127859507831777
Karlen-pypm,Deaths,FR,2021-09-13,0.0393919536696007
LANL-GrowthRate,Deaths,FR,2021-09-13,0.127859507831777
MUNI-ARIMA,Deaths,FR,2021-09-13,0.229426830913133
RobertWalraven-ESG,Deaths,FR,2021-09-13,0.229426830913133
UMass-MechBayes,Deaths,FR,2021-09-13,0.0393919536696007
USC-SIkJalpha,Deaths,FR,2021-09-13,0.0393919536696007
epiforecasts-EpiNow2,Cases,GB,2021-09-13,0.176032160904971
IEM_Health-CovidProject,Cases,GB,2021-09-13,0.0143040748404577
ILM-EKF,Cases,GB,2021-09-13,0.176032160904971
Karlen-pypm,Cases,GB,2021-09-13,0.0143040748404577
LANL-GrowthRate,Cases,GB,2021-09-13,0.176032160904971
MUNI-ARIMA,Cases,GB,2021-09-13,0.214495646381857
RobertWalraven-ESG,Cases,GB,2021-09-13,0.214495646381857
USC-SIkJalpha,Cases,GB,2021-09-13,0.0143040748404577
epiforecasts-EpiNow2,Deaths,GB,2021-09-13,0.117294969176559
IEM_Health-CovidProject,Deaths,GB,2021-09-13,0.0709865253754082
ILM-EKF,Deaths,GB,2021-09-13,0.117294969176559
Karlen-pypm,Deaths,GB,2021-09-13,0.0709865253754082
LANL-GrowthRate,Deaths,GB,2021-09-13,0.117294969176559
MUNI-ARIMA,Deaths,GB,2021-09-13,0.182084495484346
RobertWalraven-ESG,Deaths,GB,2021-09-13,0.182084495484346
UMass-MechBayes,Deaths,GB,2021-09-13,0.0709865253754082
USC-SIkJalpha,Deaths,GB,2021-09-13,0.0709865253754082
epiforecasts-EpiNow2,Cases,PL,2021-09-13,0.101485313347807
IEM_Health-CovidProject,Cases,PL,2021-09-13,0.0811662052562268
ILM-EKF,Cases,PL,2021-09-13,0.101485313347807
ITWW-county_repro,Cases,PL,2021-09-13,0.101485313347807
Karlen-pypm,Cases,PL,2021-09-13,0.0811662052562268
LANL-GrowthRate,Cases,PL,2021-09-13,0.101485313347807
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-09-13,0.0811662052562268
MUNI-ARIMA,Cases,PL,2021-09-13,0.09411386016382
PL_GRedlarski-DistrictsSum,Cases,PL,2021-09-13,0.0811662052562268
RobertWalraven-ESG,Cases,PL,2021-09-13,0.09411386016382
USC-SIkJalpha,Cases,PL,2021-09-13,0.0811662052562268
epiforecasts-EpiNow2,Deaths,PL,2021-09-13,0.0910724807178195
IEM_Health-CovidProject,Deaths,PL,2021-09-13,0.0724019569152748
ILM-EKF,Deaths,PL,2021-09-13,0.0910724807178195
ITWW-county_repro,Deaths,PL,2021-09-13,0.0910724807178195
Karlen-pypm,Deaths,PL,2021-09-13,0.0724019569152748
LANL-GrowthRate,Deaths,PL,2021-09-13,0.0910724807178195
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-09-13,0.0724019569152748
MUNI-ARIMA,Deaths,PL,2021-09-13,0.136850146276174
RobertWalraven-ESG,Deaths,PL,2021-09-13,0.136850146276174
UMass-MechBayes,Deaths,PL,2021-09-13,0.0724019569152748
USC-SIkJalpha,Deaths,PL,2021-09-13,0.0724019569152748
epiforecasts-EpiNow2,Cases,CZ,2021-09-20,0.101270728687777
IEM_Health-CovidProject,Cases,CZ,2021-09-20,0.0868695192942655
ILM-EKF,Cases,CZ,2021-09-20,0.101270728687777
