model,target_type,location,forecast_date,weights
ILM-EKF,Cases,CZ,2021-06-07,0.150905912308647
LANL-GrowthRate,Cases,CZ,2021-06-07,0.150905912308647
MUNI-ARIMA,Cases,CZ,2021-06-07,0.187680282141193
MUNI_DMS-SEIAR,Cases,CZ,2021-06-07,0.0429804246979186
RobertWalraven-ESG,Cases,CZ,2021-06-07,0.187680282141193
UMass-SemiMech,Cases,CZ,2021-06-07,0.0429804246979186
USC-SIkJalpha,Cases,CZ,2021-06-07,0.0429804246979186
epiforecasts-EpiNow2,Deaths,CZ,2021-06-07,0.130722919219269
IEM_Health-CovidProject,Deaths,CZ,2021-06-07,0.0463347107016476
ILM-EKF,Deaths,CZ,2021-06-07,0.130722919219269
LANL-GrowthRate,Deaths,CZ,2021-06-07,0.130722919219269
MUNI-ARIMA,Deaths,CZ,2021-06-07,0.188078844416977
MUNI_DMS-SEIAR,Deaths,CZ,2021-06-07,0.0463347107016476
RobertWalraven-ESG,Deaths,CZ,2021-06-07,0.188078844416977
UMass-MechBayes,Deaths,CZ,2021-06-07,0.0463347107016476
UMass-SemiMech,Deaths,CZ,2021-06-07,0.0463347107016476
USC-SIkJalpha,Deaths,CZ,2021-06-07,0.0463347107016476
CovidMetrics-epiBATS,Cases,DE,2021-06-07,0.102749102456324
epiforecasts-EpiNow2,Cases,DE,2021-06-07,0.0759656467938272
FIAS_FZJ-Epi1Ger,Cases,DE,2021-06-07,0.0356426253749245
HZI-AgeExtendedSEIR,Cases,DE,2021-06-07,0.0356426253749245
IEM_Health-CovidProject,Cases,DE,2021-06-07,0.0356426253749245
ILM-EKF,Cases,DE,2021-06-07,0.0759656467938272
itwm-dSEIR,Cases,DE,2021-06-07,0.0356426253749245
ITWW-county_repro,Cases,DE,2021-06-07,0.0759656467938272
Karlen-pypm,Cases,DE,2021-06-07,0.0356426253749245
LANL-GrowthRate,Cases,DE,2021-06-07,0.0759656467938272
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-06-07,0.0356426253749245
MUNI-ARIMA,Cases,DE,2021-06-07,0.102749102456324
RobertWalraven-ESG,Cases,DE,2021-06-07,0.102749102456324
UMass-SemiMech,Cases,DE,2021-06-07,0.0356426253749245
UNIPV-BayesINGARCHX,Cases,DE,2021-06-07,0.102749102456324
USC-SIkJalpha,Cases,DE,2021-06-07,0.0356426253749245
epiforecasts-EpiNow2,Deaths,DE,2021-06-07,0.0970036472340831
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-06-07,0.0420797496682628
HZI-AgeExtendedSEIR,Deaths,DE,2021-06-07,0.0420797496682628
IEM_Health-CovidProject,Deaths,DE,2021-06-07,0.0420797496682628
ILM-EKF,Deaths,DE,2021-06-07,0.0970036472340831
itwm-dSEIR,Deaths,DE,2021-06-07,0.0420797496682628
ITWW-county_repro,Deaths,DE,2021-06-07,0.0970036472340831
Karlen-pypm,Deaths,DE,2021-06-07,0.0420797496682628
LANL-GrowthRate,Deaths,DE,2021-06-07,0.0970036472340831
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-06-07,0.0420797496682628
MUNI-ARIMA,Deaths,DE,2021-06-07,0.116633832024651
RobertWalraven-ESG,Deaths,DE,2021-06-07,0.116633832024651
UMass-MechBayes,Deaths,DE,2021-06-07,0.0420797496682628
UMass-SemiMech,Deaths,DE,2021-06-07,0.0420797496682628
USC-SIkJalpha,Deaths,DE,2021-06-07,0.0420797496682628
epiforecasts-EpiNow2,Cases,FR,2021-06-07,0.109087508111941
IEM_Health-CovidProject,Cases,FR,2021-06-07,0.0960107001356886
ILM-EKF,Cases,FR,2021-06-07,0.109087508111941
LANL-GrowthRate,Cases,FR,2021-06-07,0.109087508111941
MUNI-ARIMA,Cases,FR,2021-06-07,0.128235125085704
RobertWalraven-ESG,Cases,FR,2021-06-07,0.128235125085704
UMass-SemiMech,Cases,FR,2021-06-07,0.0960107001356886
UNIPV-BayesINGARCHX,Cases,FR,2021-06-07,0.128235125085704
USC-SIkJalpha,Cases,FR,2021-06-07,0.0960107001356886
IEM_Health-CovidProject,Deaths,FR,2021-06-07,0.0698145811401827
ILM-EKF,Deaths,FR,2021-06-07,0.185396648486004
LANL-GrowthRate,Deaths,FR,2021-06-07,0.185396648486004
MUNI-ARIMA,Deaths,FR,2021-06-07,0.17497418923363
RobertWalraven-ESG,Deaths,FR,2021-06-07,0.17497418923363
UMass-MechBayes,Deaths,FR,2021-06-07,0.0698145811401827
UMass-SemiMech,Deaths,FR,2021-06-07,0.0698145811401827
USC-SIkJalpha,Deaths,FR,2021-06-07,0.0698145811401827
epiforecasts-EpiNow2,Cases,GB,2021-06-07,0.11357506937728
IEM_Health-CovidProject,Cases,GB,2021-06-07,0.104397669309229
ILM-EKF,Cases,GB,2021-06-07,0.11357506937728
LANL-GrowthRate,Cases,GB,2021-06-07,0.11357506937728
MUNI-ARIMA,Cases,GB,2021-06-07,0.173040891970235
RobertWalraven-ESG,Cases,GB,2021-06-07,0.173040891970235
UMass-SemiMech,Cases,GB,2021-06-07,0.104397669309229
USC-SIkJalpha,Cases,GB,2021-06-07,0.104397669309229
epiforecasts-EpiNow2,Deaths,GB,2021-06-07,0.141316152425885
IEM_Health-CovidProject,Deaths,GB,2021-06-07,0.0920503823532523
ILM-EKF,Deaths,GB,2021-06-07,0.141316152425885
LANL-GrowthRate,Deaths,GB,2021-06-07,0.141316152425885
MUNI-ARIMA,Deaths,GB,2021-06-07,0.103925006654668
RobertWalraven-ESG,Deaths,GB,2021-06-07,0.103925006654668
UMass-MechBayes,Deaths,GB,2021-06-07,0.0920503823532523
UMass-SemiMech,Deaths,GB,2021-06-07,0.0920503823532523
USC-SIkJalpha,Deaths,GB,2021-06-07,0.0920503823532523
epiforecasts-EpiNow2,Cases,PL,2021-06-07,0.111874389107171
IEM_Health-CovidProject,Cases,PL,2021-06-07,0.0252020010669636
ILM-EKF,Cases,PL,2021-06-07,0.111874389107171
ITWW-county_repro,Cases,PL,2021-06-07,0.111874389107171
LANL-GrowthRate,Cases,PL,2021-06-07,0.111874389107171
MIMUW-StochSEIR,Cases,PL,2021-06-07,0.0252020010669636
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-06-07,0.0252020010669636
MUNI-ARIMA,Cases,PL,2021-06-07,0.200645218584768
PL_GRedlarski-DistrictsSum,Cases,PL,2021-06-07,0.0252020010669636
RobertWalraven-ESG,Cases,PL,2021-06-07,0.200645218584768
UMass-SemiMech,Cases,PL,2021-06-07,0.0252020010669636
USC-SIkJalpha,Cases,PL,2021-06-07,0.0252020010669636
epiforecasts-EpiNow2,Deaths,PL,2021-06-07,0.129421119714685
IEM_Health-CovidProject,Deaths,PL,2021-06-07,0.0361290167035477
ILM-EKF,Deaths,PL,2021-06-07,0.129421119714685
ITWW-county_repro,Deaths,PL,2021-06-07,0.129421119714685
LANL-GrowthRate,Deaths,PL,2021-06-07,0.129421119714685
MIMUW-StochSEIR,Deaths,PL,2021-06-07,0.0361290167035477
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-06-07,0.0361290167035477
MUNI-ARIMA,Deaths,PL,2021-06-07,0.132770710459988
RobertWalraven-ESG,Deaths,PL,2021-06-07,0.132770710459988
UMass-MechBayes,Deaths,PL,2021-06-07,0.0361290167035477
UMass-SemiMech,Deaths,PL,2021-06-07,0.0361290167035477
USC-SIkJalpha,Deaths,PL,2021-06-07,0.0361290167035477
epiforecasts-EpiNow2,Cases,CZ,2021-06-14,0.168041775338429
IEM_Health-CovidProject,Cases,CZ,2021-06-14,0.0511992047745602
ILM-EKF,Cases,CZ,2021-06-14,0.168041775338429
LANL-GrowthRate,Cases,CZ,2021-06-14,0.168041775338429
MUNI-ARIMA,Cases,CZ,2021-06-14,0.145538927443237
MUNI_DMS-SEIAR,Cases,CZ,2021-06-14,0.0511992047745602
RobertWalraven-ESG,Cases,CZ,2021-06-14,0.145538927443237
UMass-SemiMech,Cases,CZ,2021-06-14,0.0511992047745602
USC-SIkJalpha,Cases,CZ,2021-06-14,0.0511992047745602
epiforecasts-EpiNow2,Deaths,CZ,2021-06-14,0.120624928718617
IEM_Health-CovidProject,Deaths,CZ,2021-06-14,0.0507474149708573
ILM-EKF,Deaths,CZ,2021-06-14,0.120624928718617
LANL-GrowthRate,Deaths,CZ,2021-06-14,0.120624928718617
MUNI-ARIMA,Deaths,CZ,2021-06-14,0.192194069494931
MUNI_DMS-SEIAR,Deaths,CZ,2021-06-14,0.0507474149708573
RobertWalraven-ESG,Deaths,CZ,2021-06-14,0.192194069494931
UMass-MechBayes,Deaths,CZ,2021-06-14,0.0507474149708573
UMass-SemiMech,Deaths,CZ,2021-06-14,0.0507474149708573
USC-SIkJalpha,Deaths,CZ,2021-06-14,0.0507474149708573
CovidMetrics-epiBATS,Cases,DE,2021-06-14,0.104867298388738
epiforecasts-EpiNow2,Cases,DE,2021-06-14,0.0739666848589836
FIAS_FZJ-Epi1Ger,Cases,DE,2021-06-14,0.0355830083761394
HZI-AgeExtendedSEIR,Cases,DE,2021-06-14,0.0355830083761394
IEM_Health-CovidProject,Cases,DE,2021-06-14,0.0355830083761394
ILM-EKF,Cases,DE,2021-06-14,0.0739666848589836
itwm-dSEIR,Cases,DE,2021-06-14,0.0355830083761394
ITWW-county_repro,Cases,DE,2021-06-14,0.0739666848589836
Karlen-pypm,Cases,DE,2021-06-14,0.0355830083761394
LANL-GrowthRate,Cases,DE,2021-06-14,0.0739666848589836
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-06-14,0.0355830083761394
MUNI-ARIMA,Cases,DE,2021-06-14,0.104867298388738
RobertWalraven-ESG,Cases,DE,2021-06-14,0.104867298388738
UMass-SemiMech,Cases,DE,2021-06-14,0.0355830083761394
UNIPV-BayesINGARCHX,Cases,DE,2021-06-14,0.104867298388738
USC-SIkJalpha,Cases,DE,2021-06-14,0.0355830083761394
epiforecasts-EpiNow2,Deaths,DE,2021-06-14,0.0989143987393979
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-06-14,0.039667253097987
HZI-AgeExtendedSEIR,Deaths,DE,2021-06-14,0.039667253097987
IEM_Health-CovidProject,Deaths,DE,2021-06-14,0.039667253097987
ILM-EKF,Deaths,DE,2021-06-14,0.0989143987393979
itwm-dSEIR,Deaths,DE,2021-06-14,0.039667253097987
ITWW-county_repro,Deaths,DE,2021-06-14,0.0989143987393979
Karlen-pypm,Deaths,DE,2021-06-14,0.039667253097987
LANL-GrowthRate,Deaths,DE,2021-06-14,0.0989143987393979
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-06-14,0.039667253097987
MUNI-ARIMA,Deaths,DE,2021-06-14,0.123668563580262
RobertWalraven-ESG,Deaths,DE,2021-06-14,0.123668563580262
UMass-MechBayes,Deaths,DE,2021-06-14,0.039667253097987
UMass-SemiMech,Deaths,DE,2021-06-14,0.039667253097987
USC-SIkJalpha,Deaths,DE,2021-06-14,0.039667253097987
epiforecasts-EpiNow2,Cases,FR,2021-06-14,0.107216477590198
IEM_Health-CovidProject,Cases,FR,2021-06-14,0.103118129961376
ILM-EKF,Cases,FR,2021-06-14,0.107216477590198
LANL-GrowthRate,Cases,FR,2021-06-14,0.107216477590198
MUNI-ARIMA,Cases,FR,2021-06-14,0.122998725781759
RobertWalraven-ESG,Cases,FR,2021-06-14,0.122998725781759
UMass-SemiMech,Cases,FR,2021-06-14,0.103118129961376
UNIPV-BayesINGARCHX,Cases,FR,2021-06-14,0.122998725781759
USC-SIkJalpha,Cases,FR,2021-06-14,0.103118129961376
IEM_Health-CovidProject,Deaths,FR,2021-06-14,0.0786015985656009
ILM-EKF,Deaths,FR,2021-06-14,0.176405224815408
LANL-GrowthRate,Deaths,FR,2021-06-14,0.176405224815408
MUNI-ARIMA,Deaths,FR,2021-06-14,0.16639157805339
RobertWalraven-ESG,Deaths,FR,2021-06-14,0.16639157805339
UMass-MechBayes,Deaths,FR,2021-06-14,0.0786015985656009
UMass-SemiMech,Deaths,FR,2021-06-14,0.0786015985656009
USC-SIkJalpha,Deaths,FR,2021-06-14,0.0786015985656009
epiforecasts-EpiNow2,Cases,GB,2021-06-14,0.117901466420787
IEM_Health-CovidProject,Cases,GB,2021-06-14,0.0990026665828191
ILM-EKF,Cases,GB,2021-06-14,0.117901466420787
LANL-GrowthRate,Cases,GB,2021-06-14,0.117901466420787
MUNI-ARIMA,Cases,GB,2021-06-14,0.174643800494591
RobertWalraven-ESG,Cases,GB,2021-06-14,0.174643800494591
UMass-SemiMech,Cases,GB,2021-06-14,0.0990026665828191
USC-SIkJalpha,Cases,GB,2021-06-14,0.0990026665828191
epiforecasts-EpiNow2,Deaths,GB,2021-06-14,0.134598919835274
IEM_Health-CovidProject,Deaths,GB,2021-06-14,0.106961394275555
ILM-EKF,Deaths,GB,2021-06-14,0.134598919835274
LANL-GrowthRate,Deaths,GB,2021-06-14,0.134598919835274
MUNI-ARIMA,Deaths,GB,2021-06-14,0.0841788316959797
RobertWalraven-ESG,Deaths,GB,2021-06-14,0.0841788316959797
UMass-MechBayes,Deaths,GB,2021-06-14,0.106961394275555
UMass-SemiMech,Deaths,GB,2021-06-14,0.106961394275555
USC-SIkJalpha,Deaths,GB,2021-06-14,0.106961394275555
epiforecasts-EpiNow2,Cases,PL,2021-06-14,0.121458993857563
IEM_Health-CovidProject,Cases,PL,2021-06-14,0.0288184355962432
ILM-EKF,Cases,PL,2021-06-14,0.121458993857563
ITWW-county_repro,Cases,PL,2021-06-14,0.121458993857563
LANL-GrowthRate,Cases,PL,2021-06-14,0.121458993857563
MIMUW-StochSEIR,Cases,PL,2021-06-14,0.0288184355962432
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-06-14,0.0288184355962432
MUNI-ARIMA,Cases,PL,2021-06-14,0.185035923294267
RobertWalraven-ESG,Cases,PL,2021-06-14,0.185035923294267
UMass-SemiMech,Cases,PL,2021-06-14,0.0288184355962432
USC-SIkJalpha,Cases,PL,2021-06-14,0.0288184355962432
epiforecasts-EpiNow2,Deaths,PL,2021-06-14,0.117433991575024
IEM_Health-CovidProject,Deaths,PL,2021-06-14,0.0295571117219227
ILM-EKF,Deaths,PL,2021-06-14,0.117433991575024
ITWW-county_repro,Deaths,PL,2021-06-14,0.117433991575024
LANL-GrowthRate,Deaths,PL,2021-06-14,0.117433991575024
MIMUW-StochSEIR,Deaths,PL,2021-06-14,0.0295571117219227
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-06-14,0.0295571117219227
MUNI-ARIMA,Deaths,PL,2021-06-14,0.176460681684184
RobertWalraven-ESG,Deaths,PL,2021-06-14,0.176460681684184
UMass-MechBayes,Deaths,PL,2021-06-14,0.0295571117219227
UMass-SemiMech,Deaths,PL,2021-06-14,0.0295571117219227
USC-SIkJalpha,Deaths,PL,2021-06-14,0.0295571117219227
epiforecasts-EpiNow2,Cases,CZ,2021-06-21,0.172356967494443
IEM_Health-CovidProject,Cases,CZ,2021-06-21,0.0629552186491549
ILM-EKF,Cases,CZ,2021-06-21,0.172356967494443
LANL-GrowthRate,Cases,CZ,2021-06-21,0.172356967494443
MUNI-ARIMA,Cases,CZ,2021-06-21,0.115554111460025
MUNI_DMS-SEIAR,Cases,CZ,2021-06-21,0.0629552186491549
RobertWalraven-ESG,Cases,CZ,2021-06-21,0.115554111460025
UMass-SemiMech,Cases,CZ,2021-06-21,0.0629552186491549
USC-SIkJalpha,Cases,CZ,2021-06-21,0.0629552186491549
epiforecasts-EpiNow2,Deaths,CZ,2021-06-21,0.109149396905483
IEM_Health-CovidProject,Deaths,CZ,2021-06-21,0.071236973032822
ILM-EKF,Deaths,CZ,2021-06-21,0.109149396905483
LANL-GrowthRate,Deaths,CZ,2021-06-21,0.109149396905483
MUNI-ARIMA,Deaths,CZ,2021-06-21,0.15818347205972
MUNI_DMS-SEIAR,Deaths,CZ,2021-06-21,0.071236973032822
RobertWalraven-ESG,Deaths,CZ,2021-06-21,0.15818347205972
UMass-MechBayes,Deaths,CZ,2021-06-21,0.071236973032822
UMass-SemiMech,Deaths,CZ,2021-06-21,0.071236973032822
USC-SIkJalpha,Deaths,CZ,2021-06-21,0.071236973032822
CovidMetrics-epiBATS,Cases,DE,2021-06-21,0.0872461499127472
epiforecasts-EpiNow2,Cases,DE,2021-06-21,0.0941320583040129
FIAS_FZJ-Epi1Ger,Cases,DE,2021-06-21,0.0343108958916199
HZI-AgeExtendedSEIR,Cases,DE,2021-06-21,0.0343108958916199
IEM_Health-CovidProject,Cases,DE,2021-06-21,0.0343108958916199
ILM-EKF,Cases,DE,2021-06-21,0.0941320583040129
itwm-dSEIR,Cases,DE,2021-06-21,0.0343108958916199
ITWW-county_repro,Cases,DE,2021-06-21,0.0941320583040129
Karlen-pypm,Cases,DE,2021-06-21,0.0343108958916199
LANL-GrowthRate,Cases,DE,2021-06-21,0.0941320583040129
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-06-21,0.0343108958916199
MUNI-ARIMA,Cases,DE,2021-06-21,0.0872461499127472
RobertWalraven-ESG,Cases,DE,2021-06-21,0.0872461499127472
UMass-SemiMech,Cases,DE,2021-06-21,0.0343108958916199
UNIPV-BayesINGARCHX,Cases,DE,2021-06-21,0.0872461499127472
USC-SIkJalpha,Cases,DE,2021-06-21,0.0343108958916199
epiforecasts-EpiNow2,Deaths,DE,2021-06-21,0.0998073893751128
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-06-21,0.0391502432931831
HZI-AgeExtendedSEIR,Deaths,DE,2021-06-21,0.0391502432931831
IEM_Health-CovidProject,Deaths,DE,2021-06-21,0.0391502432931831
ILM-EKF,Deaths,DE,2021-06-21,0.0998073893751128
itwm-dSEIR,Deaths,DE,2021-06-21,0.0391502432931831
ITWW-county_repro,Deaths,DE,2021-06-21,0.0998073893751128
Karlen-pypm,Deaths,DE,2021-06-21,0.0391502432931831
LANL-GrowthRate,Deaths,DE,2021-06-21,0.0998073893751128
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-06-21,0.0391502432931831
MUNI-ARIMA,Deaths,DE,2021-06-21,0.12420912643045
RobertWalraven-ESG,Deaths,DE,2021-06-21,0.12420912643045
UMass-MechBayes,Deaths,DE,2021-06-21,0.0391502432931831
UMass-SemiMech,Deaths,DE,2021-06-21,0.0391502432931831
USC-SIkJalpha,Deaths,DE,2021-06-21,0.0391502432931831
epiforecasts-EpiNow2,Cases,FR,2021-06-21,0.115415943604667
IEM_Health-CovidProject,Cases,FR,2021-06-21,0.103442450451929
ILM-EKF,Cases,FR,2021-06-21,0.115415943604667
LANL-GrowthRate,Cases,FR,2021-06-21,0.115415943604667
MUNI-ARIMA,Cases,FR,2021-06-21,0.114474939276737
RobertWalraven-ESG,Cases,FR,2021-06-21,0.114474939276737
UMass-SemiMech,Cases,FR,2021-06-21,0.103442450451929
UNIPV-BayesINGARCHX,Cases,FR,2021-06-21,0.114474939276737
USC-SIkJalpha,Cases,FR,2021-06-21,0.103442450451929
epiforecasts-EpiNow2,Deaths,FR,2021-06-21,0.10365392757972
IEM_Health-CovidProject,Deaths,FR,2021-06-21,0.0883389560172385
ILM-EKF,Deaths,FR,2021-06-21,0.10365392757972
LANL-GrowthRate,Deaths,FR,2021-06-21,0.10365392757972
MUNI-ARIMA,Deaths,FR,2021-06-21,0.167841196595943
RobertWalraven-ESG,Deaths,FR,2021-06-21,0.167841196595943
UMass-MechBayes,Deaths,FR,2021-06-21,0.0883389560172385
UMass-SemiMech,Deaths,FR,2021-06-21,0.0883389560172385
USC-SIkJalpha,Deaths,FR,2021-06-21,0.0883389560172385
epiforecasts-EpiNow2,Cases,GB,2021-06-21,0.117465995710561
IEM_Health-CovidProject,Cases,GB,2021-06-21,0.101095441336652
ILM-EKF,Cases,GB,2021-06-21,0.117465995710561
LANL-GrowthRate,Cases,GB,2021-06-21,0.117465995710561
MUNI-ARIMA,Cases,GB,2021-06-21,0.172157844429181
RobertWalraven-ESG,Cases,GB,2021-06-21,0.172157844429181
UMass-SemiMech,Cases,GB,2021-06-21,0.101095441336652
USC-SIkJalpha,Cases,GB,2021-06-21,0.101095441336652
epiforecasts-EpiNow2,Deaths,GB,2021-06-21,0.137395646412902
IEM_Health-CovidProject,Deaths,GB,2021-06-21,0.0951977969425158
ILM-EKF,Deaths,GB,2021-06-21,0.137395646412902
LANL-GrowthRate,Deaths,GB,2021-06-21,0.137395646412902
MUNI-ARIMA,Deaths,GB,2021-06-21,0.103510936495616
RobertWalraven-ESG,Deaths,GB,2021-06-21,0.103510936495616
UMass-MechBayes,Deaths,GB,2021-06-21,0.0951977969425158
UMass-SemiMech,Deaths,GB,2021-06-21,0.0951977969425158
USC-SIkJalpha,Deaths,GB,2021-06-21,0.0951977969425158
epiforecasts-EpiNow2,Cases,PL,2021-06-21,0.14992017300876
IEM_Health-CovidProject,Cases,PL,2021-06-21,0.0300341187692814
ILM-EKF,Cases,PL,2021-06-21,0.14992017300876
ITWW-county_repro,Cases,PL,2021-06-21,0.14992017300876
LANL-GrowthRate,Cases,PL,2021-06-21,0.14992017300876
MIMUW-StochSEIR,Cases,PL,2021-06-21,0.0300341187692814
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-06-21,0.0300341187692814
MUNI-ARIMA,Cases,PL,2021-06-21,0.110057297674636
PL_GRedlarski-DistrictsSum,Cases,PL,2021-06-21,0.0300341187692814
RobertWalraven-ESG,Cases,PL,2021-06-21,0.110057297674636
UMass-SemiMech,Cases,PL,2021-06-21,0.0300341187692814
USC-SIkJalpha,Cases,PL,2021-06-21,0.0300341187692814
epiforecasts-EpiNow2,Deaths,PL,2021-06-21,0.114222296863593
IEM_Health-CovidProject,Deaths,PL,2021-06-21,0.0432878409228269
ILM-EKF,Deaths,PL,2021-06-21,0.114222296863593
ITWW-county_repro,Deaths,PL,2021-06-21,0.114222296863593
LANL-GrowthRate,Deaths,PL,2021-06-21,0.114222296863593
MIMUW-StochSEIR,Deaths,PL,2021-06-21,0.0432878409228269
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-06-21,0.0432878409228269
MUNI-ARIMA,Deaths,PL,2021-06-21,0.141691883504334
RobertWalraven-ESG,Deaths,PL,2021-06-21,0.141691883504334
UMass-MechBayes,Deaths,PL,2021-06-21,0.0432878409228269
UMass-SemiMech,Deaths,PL,2021-06-21,0.0432878409228269
USC-SIkJalpha,Deaths,PL,2021-06-21,0.0432878409228269
epiforecasts-EpiNow2,Cases,CZ,2021-06-28,0.179582676140686
IEM_Health-CovidProject,Cases,CZ,2021-06-28,0.0764391865350997
ILM-EKF,Cases,CZ,2021-06-28,0.179582676140686
LANL-GrowthRate,Cases,CZ,2021-06-28,0.179582676140686
MUNI-ARIMA,Cases,CZ,2021-06-28,0.0777476127187719
MUNI_DMS-SEIAR,Cases,CZ,2021-06-28,0.0764391865350997
RobertWalraven-ESG,Cases,CZ,2021-06-28,0.0777476127187719
UMass-SemiMech,Cases,CZ,2021-06-28,0.0764391865350997
USC-SIkJalpha,Cases,CZ,2021-06-28,0.0764391865350997
epiforecasts-EpiNow2,Deaths,CZ,2021-06-28,0.116852161725414
IEM_Health-CovidProject,Deaths,CZ,2021-06-28,0.0685453297258914
ILM-EKF,Deaths,CZ,2021-06-28,0.116852161725414
LANL-GrowthRate,Deaths,CZ,2021-06-28,0.116852161725414
MUNI-ARIMA,Deaths,CZ,2021-06-28,0.15335843309715
MUNI_DMS-SEIAR,Deaths,CZ,2021-06-28,0.0685453297258914
RobertWalraven-ESG,Deaths,CZ,2021-06-28,0.15335843309715
UMass-MechBayes,Deaths,CZ,2021-06-28,0.0685453297258914
UMass-SemiMech,Deaths,CZ,2021-06-28,0.0685453297258914
USC-SIkJalpha,Deaths,CZ,2021-06-28,0.0685453297258914
CovidMetrics-epiBATS,Cases,DE,2021-06-28,0.0805589622676094
epiforecasts-EpiNow2,Cases,DE,2021-06-28,0.114364420839347
FIAS_FZJ-Epi1Ger,Cases,DE,2021-06-28,0.0275383084465216
HZI-AgeExtendedSEIR,Cases,DE,2021-06-28,0.0275383084465216
IEM_Health-CovidProject,Cases,DE,2021-06-28,0.0275383084465216
ILM-EKF,Cases,DE,2021-06-28,0.114364420839347
itwm-dSEIR,Cases,DE,2021-06-28,0.0275383084465216
ITWW-county_repro,Cases,DE,2021-06-28,0.114364420839347
Karlen-pypm,Cases,DE,2021-06-28,0.0275383084465216
LANL-GrowthRate,Cases,DE,2021-06-28,0.114364420839347
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-06-28,0.0275383084465216
MUNI-ARIMA,Cases,DE,2021-06-28,0.0805589622676094
RobertWalraven-ESG,Cases,DE,2021-06-28,0.0805589622676094
UMass-SemiMech,Cases,DE,2021-06-28,0.0275383084465216
UNIPV-BayesINGARCHX,Cases,DE,2021-06-28,0.0805589622676094
USC-SIkJalpha,Cases,DE,2021-06-28,0.0275383084465216
epiforecasts-EpiNow2,Deaths,DE,2021-06-28,0.0896217347535592
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-06-28,0.0387861849494329
HZI-AgeExtendedSEIR,Deaths,DE,2021-06-28,0.0387861849494329
IEM_Health-CovidProject,Deaths,DE,2021-06-28,0.0387861849494329
ILM-EKF,Deaths,DE,2021-06-28,0.0896217347535592
itwm-dSEIR,Deaths,DE,2021-06-28,0.0387861849494329
ITWW-county_repro,Deaths,DE,2021-06-28,0.0896217347535592
Karlen-pypm,Deaths,DE,2021-06-28,0.0387861849494329
LANL-GrowthRate,Deaths,DE,2021-06-28,0.0896217347535592
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-06-28,0.0387861849494329
MUNI-ARIMA,Deaths,DE,2021-06-28,0.146218698220433
RobertWalraven-ESG,Deaths,DE,2021-06-28,0.146218698220433
UMass-MechBayes,Deaths,DE,2021-06-28,0.0387861849494329
UMass-SemiMech,Deaths,DE,2021-06-28,0.0387861849494329
USC-SIkJalpha,Deaths,DE,2021-06-28,0.0387861849494329
epiforecasts-EpiNow2,Cases,FR,2021-06-28,0.192426059645614
IEM_Health-CovidProject,Cases,FR,2021-06-28,0.07036073571497
ILM-EKF,Cases,FR,2021-06-28,0.192426059645614
LANL-GrowthRate,Cases,FR,2021-06-28,0.192426059645614
MUNI-ARIMA,Cases,FR,2021-06-28,0.0705465379727493
RobertWalraven-ESG,Cases,FR,2021-06-28,0.0705465379727493
UMass-SemiMech,Cases,FR,2021-06-28,0.07036073571497
UNIPV-BayesINGARCHX,Cases,FR,2021-06-28,0.0705465379727493
USC-SIkJalpha,Cases,FR,2021-06-28,0.07036073571497
epiforecasts-EpiNow2,Deaths,FR,2021-06-28,0.176447474822133
IEM_Health-CovidProject,Deaths,FR,2021-06-28,0.0619597524070861
ILM-EKF,Deaths,FR,2021-06-28,0.176447474822133
LANL-GrowthRate,Deaths,FR,2021-06-28,0.176447474822133
MUNI-ARIMA,Deaths,FR,2021-06-28,0.111409282952628
RobertWalraven-ESG,Deaths,FR,2021-06-28,0.111409282952628
UMass-MechBayes,Deaths,FR,2021-06-28,0.0619597524070861
UMass-SemiMech,Deaths,FR,2021-06-28,0.0619597524070861
USC-SIkJalpha,Deaths,FR,2021-06-28,0.0619597524070861
epiforecasts-EpiNow2,Cases,GB,2021-06-28,0.153407455559533
IEM_Health-CovidProject,Cases,GB,2021-06-28,0.0961291825332487
ILM-EKF,Cases,GB,2021-06-28,0.153407455559533
LANL-GrowthRate,Cases,GB,2021-06-28,0.153407455559533
MUNI-ARIMA,Cases,GB,2021-06-28,0.125695042860827
RobertWalraven-ESG,Cases,GB,2021-06-28,0.125695042860827
UMass-SemiMech,Cases,GB,2021-06-28,0.0961291825332487
USC-SIkJalpha,Cases,GB,2021-06-28,0.0961291825332487
epiforecasts-EpiNow2,Deaths,GB,2021-06-28,0.139066692756384
