model,target_type,location,forecast_date,weights
ILM-EKF,Deaths,FR,2021-04-12,0.115833587132887
LANL-GrowthRate,Deaths,FR,2021-04-12,0.115833587132887
RobertWalraven-ESG,Deaths,FR,2021-04-12,0.264772842557124
UMass-MechBayes,Deaths,FR,2021-04-12,0.077545279208843
UMass-SemiMech,Deaths,FR,2021-04-12,0.077545279208843
USC-SIkJalpha,Deaths,FR,2021-04-12,0.077545279208843
bisop-seirfilterlite,Cases,GB,2021-04-12,0.126122978184473
epiforecasts-EpiNow2,Cases,GB,2021-04-12,0.165169362420703
IEM_Health-CovidProject,Cases,GB,2021-04-12,0.126122978184473
ILM-EKF,Cases,GB,2021-04-12,0.165169362420703
LANL-GrowthRate,Cases,GB,2021-04-12,0.165169362420703
UMass-SemiMech,Cases,GB,2021-04-12,0.126122978184473
USC-SIkJalpha,Cases,GB,2021-04-12,0.126122978184473
bisop-seirfilterlite,Deaths,GB,2021-04-12,0.0585078976991698
epiforecasts-EpiNow2,Deaths,GB,2021-04-12,0.079251680301642
IEM_Health-CovidProject,Deaths,GB,2021-04-12,0.0585078976991698
ILM-EKF,Deaths,GB,2021-04-12,0.079251680301642
LANL-GrowthRate,Deaths,GB,2021-04-12,0.079251680301642
RobertWalraven-ESG,Deaths,GB,2021-04-12,0.469705470599225
UMass-MechBayes,Deaths,GB,2021-04-12,0.0585078976991698
UMass-SemiMech,Deaths,GB,2021-04-12,0.0585078976991698
USC-SIkJalpha,Deaths,GB,2021-04-12,0.0585078976991698
bisop-seirfilterlite,Cases,PL,2021-04-12,0.0648509367592291
DSMPG-bayes,Cases,PL,2021-04-12,0.0648509367592291
epiforecasts-EpiNow2,Cases,PL,2021-04-12,0.136510860671349
IEM_Health-CovidProject,Cases,PL,2021-04-12,0.0648509367592291
ILM-EKF,Cases,PL,2021-04-12,0.136510860671349
ITWW-county_repro,Cases,PL,2021-04-12,0.136510860671349
LANL-GrowthRate,Cases,PL,2021-04-12,0.136510860671349
MIMUW-StochSEIR,Cases,PL,2021-04-12,0.0648509367592291
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-04-12,0.0648509367592291
UMass-SemiMech,Cases,PL,2021-04-12,0.0648509367592291
USC-SIkJalpha,Cases,PL,2021-04-12,0.0648509367592291
bisop-seirfilterlite,Deaths,PL,2021-04-12,0.0561356123471909
epiforecasts-EpiNow2,Deaths,PL,2021-04-12,0.0771100373261362
IEM_Health-CovidProject,Deaths,PL,2021-04-12,0.0561356123471909
ILM-EKF,Deaths,PL,2021-04-12,0.0771100373261362
ITWW-county_repro,Deaths,PL,2021-04-12,0.0771100373261362
LANL-GrowthRate,Deaths,PL,2021-04-12,0.0771100373261362
MIMUW-StochSEIR,Deaths,PL,2021-04-12,0.0561356123471909
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-04-12,0.0561356123471909
RobertWalraven-ESG,Deaths,PL,2021-04-12,0.298610564265119
UMass-MechBayes,Deaths,PL,2021-04-12,0.0561356123471909
UMass-SemiMech,Deaths,PL,2021-04-12,0.0561356123471909
USC-SIkJalpha,Deaths,PL,2021-04-12,0.0561356123471909
bisop-seirfilter,Cases,CZ,2021-04-19,0.0565318074970703
bisop-seirfilterlite,Cases,CZ,2021-04-19,0.0565318074970703
DSMPG-bayes,Cases,CZ,2021-04-19,0.0565318074970703
epiforecasts-EpiNow2,Cases,CZ,2021-04-19,0.201425782506836
IEM_Health-CovidProject,Cases,CZ,2021-04-19,0.0565318074970703
ILM-EKF,Cases,CZ,2021-04-19,0.201425782506836
LANL-GrowthRate,Cases,CZ,2021-04-19,0.201425782506836
MUNI_DMS-SEIAR,Cases,CZ,2021-04-19,0.0565318074970703
UMass-SemiMech,Cases,CZ,2021-04-19,0.0565318074970703
USC-SIkJalpha,Cases,CZ,2021-04-19,0.0565318074970703
bisop-seirfilter,Deaths,CZ,2021-04-19,0.0476486697859626
bisop-seirfilterlite,Deaths,CZ,2021-04-19,0.0476486697859626
epiforecasts-EpiNow2,Deaths,CZ,2021-04-19,0.162010655962438
IEM_Health-CovidProject,Deaths,CZ,2021-04-19,0.0476486697859626
ILM-EKF,Deaths,CZ,2021-04-19,0.162010655962438
LANL-GrowthRate,Deaths,CZ,2021-04-19,0.162010655962438
MUNI_DMS-SEIAR,Deaths,CZ,2021-04-19,0.0476486697859626
RobertWalraven-ESG,Deaths,CZ,2021-04-19,0.180427343610947
UMass-MechBayes,Deaths,CZ,2021-04-19,0.0476486697859626
UMass-SemiMech,Deaths,CZ,2021-04-19,0.0476486697859626
USC-SIkJalpha,Deaths,CZ,2021-04-19,0.0476486697859626
bisop-seirfilterlite,Cases,DE,2021-04-19,0.0311278548747754
DSMPG-bayes,Cases,DE,2021-04-19,0.0311278548747754
epiforecasts-EpiNow2,Cases,DE,2021-04-19,0.0839630761648413
FIAS_FZJ-Epi1Ger,Cases,DE,2021-04-19,0.0311278548747754
IEM_Health-CovidProject,Cases,DE,2021-04-19,0.0311278548747754
ILM-EKF,Cases,DE,2021-04-19,0.0839630761648413
itwm-dSEIR,Cases,DE,2021-04-19,0.0311278548747754
ITWW-county_repro,Cases,DE,2021-04-19,0.0839630761648413
Karlen-pypm,Cases,DE,2021-04-19,0.0311278548747754
LANL-GrowthRate,Cases,DE,2021-04-19,0.0839630761648413
LeipzigIMISE-SECIR,Cases,DE,2021-04-19,0.0311278548747754
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-04-19,0.0311278548747754
UMass-SemiMech,Cases,DE,2021-04-19,0.0311278548747754
UNIPV-BayesINGARCHX,Cases,DE,2021-04-19,0.35286914659288
USC-SIkJalpha,Cases,DE,2021-04-19,0.0311278548747754
bisop-seirfilterlite,Deaths,DE,2021-04-19,0.0425530044150156
epiforecasts-EpiNow2,Deaths,DE,2021-04-19,0.0748394044792807
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-04-19,0.0425530044150156
IEM_Health-CovidProject,Deaths,DE,2021-04-19,0.0425530044150156
ILM-EKF,Deaths,DE,2021-04-19,0.0748394044792807
itwm-dSEIR,Deaths,DE,2021-04-19,0.0425530044150156
ITWW-county_repro,Deaths,DE,2021-04-19,0.0748394044792807
Karlen-pypm,Deaths,DE,2021-04-19,0.0425530044150156
LANL-GrowthRate,Deaths,DE,2021-04-19,0.0748394044792807
LeipzigIMISE-SECIR,Deaths,DE,2021-04-19,0.0425530044150156
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-04-19,0.0425530044150156
RobertWalraven-ESG,Deaths,DE,2021-04-19,0.275112337932721
UMass-MechBayes,Deaths,DE,2021-04-19,0.0425530044150156
UMass-SemiMech,Deaths,DE,2021-04-19,0.0425530044150156
USC-SIkJalpha,Deaths,DE,2021-04-19,0.0425530044150156
bisop-seirfilterlite,Cases,FR,2021-04-19,0.0544593422320472
DSMPG-bayes,Cases,FR,2021-04-19,0.0544593422320472
epiforecasts-EpiNow2,Cases,FR,2021-04-19,0.0963615809561878
IEM_Health-CovidProject,Cases,FR,2021-04-19,0.0544593422320472
ILM-EKF,Cases,FR,2021-04-19,0.0963615809561878
LANL-GrowthRate,Cases,FR,2021-04-19,0.0963615809561878
UMass-SemiMech,Cases,FR,2021-04-19,0.0544593422320472
UNIPV-BayesINGARCHX,Cases,FR,2021-04-19,0.438618545971201
USC-SIkJalpha,Cases,FR,2021-04-19,0.0544593422320472
bisop-seirfilterlite,Deaths,FR,2021-04-19,0.0682721231881271
epiforecasts-EpiNow2,Deaths,FR,2021-04-19,0.0804201763892129
IEM_Health-CovidProject,Deaths,FR,2021-04-19,0.0682721231881271
ILM-EKF,Deaths,FR,2021-04-19,0.0804201763892129
LANL-GrowthRate,Deaths,FR,2021-04-19,0.0804201763892129
RobertWalraven-ESG,Deaths,FR,2021-04-19,0.417378854891726
UMass-MechBayes,Deaths,FR,2021-04-19,0.0682721231881271
UMass-SemiMech,Deaths,FR,2021-04-19,0.0682721231881271
USC-SIkJalpha,Deaths,FR,2021-04-19,0.0682721231881271
bisop-seirfilterlite,Cases,GB,2021-04-19,0.137778967581993
epiforecasts-EpiNow2,Cases,GB,2021-04-19,0.149628043224009
IEM_Health-CovidProject,Cases,GB,2021-04-19,0.137778967581993
ILM-EKF,Cases,GB,2021-04-19,0.149628043224009
LANL-GrowthRate,Cases,GB,2021-04-19,0.149628043224009
UMass-SemiMech,Cases,GB,2021-04-19,0.137778967581993
USC-SIkJalpha,Cases,GB,2021-04-19,0.137778967581993
bisop-seirfilterlite,Deaths,GB,2021-04-19,0.0545844205146139
epiforecasts-EpiNow2,Deaths,GB,2021-04-19,0.0866391656509498
IEM_Health-CovidProject,Deaths,GB,2021-04-19,0.0545844205146139
ILM-EKF,Deaths,GB,2021-04-19,0.0866391656509498
LANL-GrowthRate,Deaths,GB,2021-04-19,0.0866391656509498
RobertWalraven-ESG,Deaths,GB,2021-04-19,0.467160400474081
UMass-MechBayes,Deaths,GB,2021-04-19,0.0545844205146139
UMass-SemiMech,Deaths,GB,2021-04-19,0.0545844205146139
USC-SIkJalpha,Deaths,GB,2021-04-19,0.0545844205146139
bisop-seirfilterlite,Cases,PL,2021-04-19,0.062900972114411
DSMPG-bayes,Cases,PL,2021-04-19,0.062900972114411
epiforecasts-EpiNow2,Cases,PL,2021-04-19,0.139923298799781
IEM_Health-CovidProject,Cases,PL,2021-04-19,0.062900972114411
ILM-EKF,Cases,PL,2021-04-19,0.139923298799781
ITWW-county_repro,Cases,PL,2021-04-19,0.139923298799781
LANL-GrowthRate,Cases,PL,2021-04-19,0.139923298799781
MIMUW-StochSEIR,Cases,PL,2021-04-19,0.062900972114411
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-04-19,0.062900972114411
UMass-SemiMech,Cases,PL,2021-04-19,0.062900972114411
USC-SIkJalpha,Cases,PL,2021-04-19,0.062900972114411
bisop-seirfilterlite,Deaths,PL,2021-04-19,0.0548588342687841
epiforecasts-EpiNow2,Deaths,PL,2021-04-19,0.0745635304882164
IEM_Health-CovidProject,Deaths,PL,2021-04-19,0.0548588342687841
ILM-EKF,Deaths,PL,2021-04-19,0.0745635304882164
ITWW-county_repro,Deaths,PL,2021-04-19,0.0745635304882164
LANL-GrowthRate,Deaths,PL,2021-04-19,0.0745635304882164
MIMUW-StochSEIR,Deaths,PL,2021-04-19,0.0548588342687841
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-04-19,0.0548588342687841
RobertWalraven-ESG,Deaths,PL,2021-04-19,0.317734038165646
UMass-MechBayes,Deaths,PL,2021-04-19,0.0548588342687841
UMass-SemiMech,Deaths,PL,2021-04-19,0.0548588342687841
USC-SIkJalpha,Deaths,PL,2021-04-19,0.0548588342687841
bisop-seirfilter,Cases,CZ,2021-04-26,0.0730816609048982
epiforecasts-EpiNow2,Cases,CZ,2021-04-26,0.211530565158503
IEM_Health-CovidProject,Cases,CZ,2021-04-26,0.0730816609048982
ILM-EKF,Cases,CZ,2021-04-26,0.211530565158503
LANL-GrowthRate,Cases,CZ,2021-04-26,0.211530565158503
MUNI_DMS-SEIAR,Cases,CZ,2021-04-26,0.0730816609048982
UMass-SemiMech,Cases,CZ,2021-04-26,0.0730816609048982
USC-SIkJalpha,Cases,CZ,2021-04-26,0.0730816609048982
bisop-seirfilter,Deaths,CZ,2021-04-26,0.0553947740279869
epiforecasts-EpiNow2,Deaths,CZ,2021-04-26,0.156766380174734
IEM_Health-CovidProject,Deaths,CZ,2021-04-26,0.0553947740279869
ILM-EKF,Deaths,CZ,2021-04-26,0.156766380174734
LANL-GrowthRate,Deaths,CZ,2021-04-26,0.156766380174734
MUNI_DMS-SEIAR,Deaths,CZ,2021-04-26,0.0553947740279869
RobertWalraven-ESG,Deaths,CZ,2021-04-26,0.197332215307875
UMass-MechBayes,Deaths,CZ,2021-04-26,0.0553947740279869
UMass-SemiMech,Deaths,CZ,2021-04-26,0.0553947740279869
USC-SIkJalpha,Deaths,CZ,2021-04-26,0.0553947740279869
DSMPG-bayes,Cases,DE,2021-04-26,0.0359312637157972
epiforecasts-EpiNow2,Cases,DE,2021-04-26,0.0918428390547651
FIAS_FZJ-Epi1Ger,Cases,DE,2021-04-26,0.0359312637157972
HZI-AgeExtendedSEIR,Cases,DE,2021-04-26,0.0359312637157972
IEM_Health-CovidProject,Cases,DE,2021-04-26,0.0359312637157972
ILM-EKF,Cases,DE,2021-04-26,0.0918428390547651
itwm-dSEIR,Cases,DE,2021-04-26,0.0359312637157972
ITWW-county_repro,Cases,DE,2021-04-26,0.0918428390547651
Karlen-pypm,Cases,DE,2021-04-26,0.0359312637157972
LANL-GrowthRate,Cases,DE,2021-04-26,0.0918428390547651
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-04-26,0.0359312637157972
UMass-SemiMech,Cases,DE,2021-04-26,0.0359312637157972
UNIPV-BayesINGARCHX,Cases,DE,2021-04-26,0.309247270338765
USC-SIkJalpha,Cases,DE,2021-04-26,0.0359312637157972
epiforecasts-EpiNow2,Deaths,DE,2021-04-26,0.0810189823277509
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-04-26,0.0491418036916493
HZI-AgeExtendedSEIR,Deaths,DE,2021-04-26,0.0491418036916493
IEM_Health-CovidProject,Deaths,DE,2021-04-26,0.0491418036916493
ILM-EKF,Deaths,DE,2021-04-26,0.0810189823277509
itwm-dSEIR,Deaths,DE,2021-04-26,0.0491418036916493
ITWW-county_repro,Deaths,DE,2021-04-26,0.0810189823277509
Karlen-pypm,Deaths,DE,2021-04-26,0.0491418036916493
LANL-GrowthRate,Deaths,DE,2021-04-26,0.0810189823277509
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-04-26,0.0491418036916493
RobertWalraven-ESG,Deaths,DE,2021-04-26,0.233647837464153
UMass-MechBayes,Deaths,DE,2021-04-26,0.0491418036916493
UMass-SemiMech,Deaths,DE,2021-04-26,0.0491418036916493
USC-SIkJalpha,Deaths,DE,2021-04-26,0.0491418036916493
DSMPG-bayes,Cases,FR,2021-04-26,0.0949979629605402
epiforecasts-EpiNow2,Cases,FR,2021-04-26,0.106636130563668
IEM_Health-CovidProject,Cases,FR,2021-04-26,0.0949979629605402
ILM-EKF,Cases,FR,2021-04-26,0.106636130563668
LANL-GrowthRate,Cases,FR,2021-04-26,0.106636130563668
UMass-SemiMech,Cases,FR,2021-04-26,0.0949979629605402
UNIPV-BayesINGARCHX,Cases,FR,2021-04-26,0.300099756466836
USC-SIkJalpha,Cases,FR,2021-04-26,0.0949979629605402
epiforecasts-EpiNow2,Deaths,FR,2021-04-26,0.0394951604663462
IEM_Health-CovidProject,Deaths,FR,2021-04-26,0.0499774905067844
ILM-EKF,Deaths,FR,2021-04-26,0.0394951604663462
LANL-GrowthRate,Deaths,FR,2021-04-26,0.0394951604663462
RobertWalraven-ESG,Deaths,FR,2021-04-26,0.681604556573824
UMass-MechBayes,Deaths,FR,2021-04-26,0.0499774905067844
UMass-SemiMech,Deaths,FR,2021-04-26,0.0499774905067844
USC-SIkJalpha,Deaths,FR,2021-04-26,0.0499774905067844
epiforecasts-EpiNow2,Cases,GB,2021-04-26,0.151007819930559
IEM_Health-CovidProject,Cases,GB,2021-04-26,0.182325513402774
ILM-EKF,Cases,GB,2021-04-26,0.151007819930559
LANL-GrowthRate,Cases,GB,2021-04-26,0.151007819930559
UMass-SemiMech,Cases,GB,2021-04-26,0.182325513402774
USC-SIkJalpha,Cases,GB,2021-04-26,0.182325513402774
epiforecasts-EpiNow2,Deaths,GB,2021-04-26,0.109071645795005
IEM_Health-CovidProject,Deaths,GB,2021-04-26,0.05691147499576
ILM-EKF,Deaths,GB,2021-04-26,0.109071645795005
LANL-GrowthRate,Deaths,GB,2021-04-26,0.109071645795005
RobertWalraven-ESG,Deaths,GB,2021-04-26,0.445139162631944
UMass-MechBayes,Deaths,GB,2021-04-26,0.05691147499576
UMass-SemiMech,Deaths,GB,2021-04-26,0.05691147499576
USC-SIkJalpha,Deaths,GB,2021-04-26,0.05691147499576
DSMPG-bayes,Cases,PL,2021-04-26,0.050668811987299
epiforecasts-EpiNow2,Cases,PL,2021-04-26,0.161329579022227
IEM_Health-CovidProject,Cases,PL,2021-04-26,0.050668811987299
ILM-EKF,Cases,PL,2021-04-26,0.161329579022227
ITWW-county_repro,Cases,PL,2021-04-26,0.161329579022227
LANL-GrowthRate,Cases,PL,2021-04-26,0.161329579022227
MIMUW-StochSEIR,Cases,PL,2021-04-26,0.050668811987299
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-04-26,0.050668811987299
PL_GRedlarski-DistrictsSum,Cases,PL,2021-04-26,0.050668811987299
UMass-SemiMech,Cases,PL,2021-04-26,0.050668811987299
USC-SIkJalpha,Cases,PL,2021-04-26,0.050668811987299
epiforecasts-EpiNow2,Deaths,PL,2021-04-26,0.0832275659026634
IEM_Health-CovidProject,Deaths,PL,2021-04-26,0.0497100336980219
ILM-EKF,Deaths,PL,2021-04-26,0.0832275659026634
ITWW-county_repro,Deaths,PL,2021-04-26,0.0832275659026634
LANL-GrowthRate,Deaths,PL,2021-04-26,0.0832275659026634
MIMUW-StochSEIR,Deaths,PL,2021-04-26,0.0497100336980219
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-04-26,0.0497100336980219
RobertWalraven-ESG,Deaths,PL,2021-04-26,0.368829534201215
UMass-MechBayes,Deaths,PL,2021-04-26,0.0497100336980219
UMass-SemiMech,Deaths,PL,2021-04-26,0.0497100336980219
USC-SIkJalpha,Deaths,PL,2021-04-26,0.0497100336980219
bisop-seirfilter,Cases,CZ,2021-05-03,0.0808375490221445
epiforecasts-EpiNow2,Cases,CZ,2021-05-03,0.198604084963092
IEM_Health-CovidProject,Cases,CZ,2021-05-03,0.0808375490221445
ILM-EKF,Cases,CZ,2021-05-03,0.198604084963092
LANL-GrowthRate,Cases,CZ,2021-05-03,0.198604084963092
MUNI_DMS-SEIAR,Cases,CZ,2021-05-03,0.0808375490221445
UMass-SemiMech,Cases,CZ,2021-05-03,0.0808375490221445
USC-SIkJalpha,Cases,CZ,2021-05-03,0.0808375490221445
bisop-seirfilter,Deaths,CZ,2021-05-03,0.0319054303969123
epiforecasts-EpiNow2,Deaths,CZ,2021-05-03,0.0961173362220405
IEM_Health-CovidProject,Deaths,CZ,2021-05-03,0.0319054303969123
ILM-EKF,Deaths,CZ,2021-05-03,0.0961173362220405
LANL-GrowthRate,Deaths,CZ,2021-05-03,0.0961173362220405
MUNI_DMS-SEIAR,Deaths,CZ,2021-05-03,0.0319054303969123
RobertWalraven-ESG,Deaths,CZ,2021-05-03,0.520215408952405
UMass-MechBayes,Deaths,CZ,2021-05-03,0.0319054303969123
UMass-SemiMech,Deaths,CZ,2021-05-03,0.0319054303969123
USC-SIkJalpha,Deaths,CZ,2021-05-03,0.0319054303969123
epiforecasts-EpiNow2,Cases,DE,2021-05-03,0.0937155523104302
FIAS_FZJ-Epi1Ger,Cases,DE,2021-05-03,0.0400402798786918
HZI-AgeExtendedSEIR,Cases,DE,2021-05-03,0.0400402798786918
IEM_Health-CovidProject,Cases,DE,2021-05-03,0.0400402798786918
ILM-EKF,Cases,DE,2021-05-03,0.0937155523104302
itwm-dSEIR,Cases,DE,2021-05-03,0.0400402798786918
ITWW-county_repro,Cases,DE,2021-05-03,0.0937155523104302
Karlen-pypm,Cases,DE,2021-05-03,0.0400402798786918
LANL-GrowthRate,Cases,DE,2021-05-03,0.0937155523104302
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-05-03,0.0400402798786918
UMass-SemiMech,Cases,DE,2021-05-03,0.0400402798786918
UNIPV-BayesINGARCHX,Cases,DE,2021-05-03,0.304815551728745
USC-SIkJalpha,Cases,DE,2021-05-03,0.0400402798786918
epiforecasts-EpiNow2,Deaths,DE,2021-05-03,0.0824507623455666
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-05-03,0.045662267049699
HZI-AgeExtendedSEIR,Deaths,DE,2021-05-03,0.045662267049699
IEM_Health-CovidProject,Deaths,DE,2021-05-03,0.045662267049699
ILM-EKF,Deaths,DE,2021-05-03,0.0824507623455666
itwm-dSEIR,Deaths,DE,2021-05-03,0.045662267049699
ITWW-county_repro,Deaths,DE,2021-05-03,0.0824507623455666
Karlen-pypm,Deaths,DE,2021-05-03,0.045662267049699
LANL-GrowthRate,Deaths,DE,2021-05-03,0.0824507623455666
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-05-03,0.045662267049699
RobertWalraven-ESG,Deaths,DE,2021-05-03,0.259236547170443
UMass-MechBayes,Deaths,DE,2021-05-03,0.045662267049699
UMass-SemiMech,Deaths,DE,2021-05-03,0.045662267049699
USC-SIkJalpha,Deaths,DE,2021-05-03,0.045662267049699
epiforecasts-EpiNow2,Cases,FR,2021-05-03,0.125815913633547
IEM_Health-CovidProject,Cases,FR,2021-05-03,0.129799524757162
ILM-EKF,Cases,FR,2021-05-03,0.125815913633547
LANL-GrowthRate,Cases,FR,2021-05-03,0.125815913633547
UMass-SemiMech,Cases,FR,2021-05-03,0.129799524757162
UNIPV-BayesINGARCHX,Cases,FR,2021-05-03,0.233153684827874
USC-SIkJalpha,Cases,FR,2021-05-03,0.129799524757162
epiforecasts-EpiNow2,Deaths,FR,2021-05-03,0.0394494030780005
IEM_Health-CovidProject,Deaths,FR,2021-05-03,0.0381267288754658
ILM-EKF,Deaths,FR,2021-05-03,0.0394494030780005
LANL-GrowthRate,Deaths,FR,2021-05-03,0.0394494030780005
RobertWalraven-ESG,Deaths,FR,2021-05-03,0.729144875264135
UMass-MechBayes,Deaths,FR,2021-05-03,0.0381267288754658
UMass-SemiMech,Deaths,FR,2021-05-03,0.0381267288754658
USC-SIkJalpha,Deaths,FR,2021-05-03,0.0381267288754658
epiforecasts-EpiNow2,Cases,GB,2021-05-03,0.148568329835214
IEM_Health-CovidProject,Cases,GB,2021-05-03,0.18476500349812
ILM-EKF,Cases,GB,2021-05-03,0.148568329835214
LANL-GrowthRate,Cases,GB,2021-05-03,0.148568329835214
UMass-SemiMech,Cases,GB,2021-05-03,0.18476500349812
USC-SIkJalpha,Cases,GB,2021-05-03,0.18476500349812
epiforecasts-EpiNow2,Deaths,GB,2021-05-03,0.149561231502051
IEM_Health-CovidProject,Deaths,GB,2021-05-03,0.0616938206429628
ILM-EKF,Deaths,GB,2021-05-03,0.149561231502051
LANL-GrowthRate,Deaths,GB,2021-05-03,0.149561231502051
RobertWalraven-ESG,Deaths,GB,2021-05-03,0.304541022921997
UMass-MechBayes,Deaths,GB,2021-05-03,0.0616938206429628
UMass-SemiMech,Deaths,GB,2021-05-03,0.0616938206429628
USC-SIkJalpha,Deaths,GB,2021-05-03,0.0616938206429628
epiforecasts-EpiNow2,Cases,PL,2021-05-03,0.185797329855285
IEM_Health-CovidProject,Cases,PL,2021-05-03,0.0428017800964767
ILM-EKF,Cases,PL,2021-05-03,0.185797329855285
ITWW-county_repro,Cases,PL,2021-05-03,0.185797329855285
LANL-GrowthRate,Cases,PL,2021-05-03,0.185797329855285
MIMUW-StochSEIR,Cases,PL,2021-05-03,0.0428017800964767
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-05-03,0.0428017800964767
PL_GRedlarski-DistrictsSum,Cases,PL,2021-05-03,0.0428017800964767
UMass-SemiMech,Cases,PL,2021-05-03,0.0428017800964767
