model,target_type,location,forecast_date,weights
MUNI-ARIMA,Cases,DE,2021-06-14,0.105260826723373
RobertWalraven-ESG,Cases,DE,2021-06-14,0.105260826723373
UMass-SemiMech,Cases,DE,2021-06-14,0.0352092255218473
UNIPV-BayesINGARCHX,Cases,DE,2021-06-14,0.105260826723373
USC-SIkJalpha,Cases,DE,2021-06-14,0.0352092255218473
epiforecasts-EpiNow2,Deaths,DE,2021-06-14,0.11003050233482
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-06-14,0.0390149591579955
HZI-AgeExtendedSEIR,Deaths,DE,2021-06-14,0.0390149591579955
IEM_Health-CovidProject,Deaths,DE,2021-06-14,0.0390149591579955
ILM-EKF,Deaths,DE,2021-06-14,0.11003050233482
itwm-dSEIR,Deaths,DE,2021-06-14,0.0390149591579955
ITWW-county_repro,Deaths,DE,2021-06-14,0.11003050233482
Karlen-pypm,Deaths,DE,2021-06-14,0.0390149591579955
LANL-GrowthRate,Deaths,DE,2021-06-14,0.11003050233482
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-06-14,0.0390149591579955
MUNI-ARIMA,Deaths,DE,2021-06-14,0.104371679119379
RobertWalraven-ESG,Deaths,DE,2021-06-14,0.104371679119379
UMass-MechBayes,Deaths,DE,2021-06-14,0.0390149591579955
UMass-SemiMech,Deaths,DE,2021-06-14,0.0390149591579955
USC-SIkJalpha,Deaths,DE,2021-06-14,0.0390149591579955
epiforecasts-EpiNow2,Cases,FR,2021-06-14,0.119524289241201
IEM_Health-CovidProject,Cases,FR,2021-06-14,0.0940088695990137
ILM-EKF,Cases,FR,2021-06-14,0.119524289241201
LANL-GrowthRate,Cases,FR,2021-06-14,0.119524289241201
MUNI-ARIMA,Cases,FR,2021-06-14,0.119800174493119
RobertWalraven-ESG,Cases,FR,2021-06-14,0.119800174493119
UMass-SemiMech,Cases,FR,2021-06-14,0.0940088695990137
UNIPV-BayesINGARCHX,Cases,FR,2021-06-14,0.119800174493119
USC-SIkJalpha,Cases,FR,2021-06-14,0.0940088695990137
IEM_Health-CovidProject,Deaths,FR,2021-06-14,0.0785694182168774
ILM-EKF,Deaths,FR,2021-06-14,0.183785478907916
LANL-GrowthRate,Deaths,FR,2021-06-14,0.183785478907916
MUNI-ARIMA,Deaths,FR,2021-06-14,0.159075684658329
RobertWalraven-ESG,Deaths,FR,2021-06-14,0.159075684658329
UMass-MechBayes,Deaths,FR,2021-06-14,0.0785694182168774
UMass-SemiMech,Deaths,FR,2021-06-14,0.0785694182168774
USC-SIkJalpha,Deaths,FR,2021-06-14,0.0785694182168774
epiforecasts-EpiNow2,Cases,GB,2021-06-14,0.118236091059545
IEM_Health-CovidProject,Cases,GB,2021-06-14,0.0985944628311585
ILM-EKF,Cases,GB,2021-06-14,0.118236091059545
LANL-GrowthRate,Cases,GB,2021-06-14,0.118236091059545
MUNI-ARIMA,Cases,GB,2021-06-14,0.174754169163945
RobertWalraven-ESG,Cases,GB,2021-06-14,0.174754169163945
UMass-SemiMech,Cases,GB,2021-06-14,0.0985944628311585
USC-SIkJalpha,Cases,GB,2021-06-14,0.0985944628311585
epiforecasts-EpiNow2,Deaths,GB,2021-06-14,0.134470519543231
IEM_Health-CovidProject,Deaths,GB,2021-06-14,0.109621995923039
ILM-EKF,Deaths,GB,2021-06-14,0.134470519543231
LANL-GrowthRate,Deaths,GB,2021-06-14,0.134470519543231
MUNI-ARIMA,Deaths,GB,2021-06-14,0.0790502288390743
RobertWalraven-ESG,Deaths,GB,2021-06-14,0.0790502288390743
UMass-MechBayes,Deaths,GB,2021-06-14,0.109621995923039
UMass-SemiMech,Deaths,GB,2021-06-14,0.109621995923039
USC-SIkJalpha,Deaths,GB,2021-06-14,0.109621995923039
epiforecasts-EpiNow2,Cases,PL,2021-06-14,0.121192074140598
IEM_Health-CovidProject,Cases,PL,2021-06-14,0.0315944900516154
ILM-EKF,Cases,PL,2021-06-14,0.121192074140598
ITWW-county_repro,Cases,PL,2021-06-14,0.121192074140598
LANL-GrowthRate,Cases,PL,2021-06-14,0.121192074140598
MIMUW-StochSEIR,Cases,PL,2021-06-14,0.0315944900516154
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-06-14,0.0315944900516154
MUNI-ARIMA,Cases,PL,2021-06-14,0.178629626589765
RobertWalraven-ESG,Cases,PL,2021-06-14,0.178629626589765
UMass-SemiMech,Cases,PL,2021-06-14,0.0315944900516154
USC-SIkJalpha,Cases,PL,2021-06-14,0.0315944900516154
epiforecasts-EpiNow2,Deaths,PL,2021-06-14,0.122026204631566
IEM_Health-CovidProject,Deaths,PL,2021-06-14,0.0310953168488768
ILM-EKF,Deaths,PL,2021-06-14,0.122026204631566
ITWW-county_repro,Deaths,PL,2021-06-14,0.122026204631566
LANL-GrowthRate,Deaths,PL,2021-06-14,0.122026204631566
MIMUW-StochSEIR,Deaths,PL,2021-06-14,0.0310953168488768
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-06-14,0.0310953168488768
MUNI-ARIMA,Deaths,PL,2021-06-14,0.162661640190238
RobertWalraven-ESG,Deaths,PL,2021-06-14,0.162661640190238
UMass-MechBayes,Deaths,PL,2021-06-14,0.0310953168488768
UMass-SemiMech,Deaths,PL,2021-06-14,0.0310953168488768
USC-SIkJalpha,Deaths,PL,2021-06-14,0.0310953168488768
epiforecasts-EpiNow2,Cases,CZ,2021-06-21,0.186205951826123
IEM_Health-CovidProject,Cases,CZ,2021-06-21,0.0614708960967653
ILM-EKF,Cases,CZ,2021-06-21,0.186205951826123
LANL-GrowthRate,Cases,CZ,2021-06-21,0.186205951826123
MUNI-ARIMA,Cases,CZ,2021-06-21,0.0977492800672849
MUNI_DMS-SEIAR,Cases,CZ,2021-06-21,0.0614708960967653
RobertWalraven-ESG,Cases,CZ,2021-06-21,0.0977492800672849
UMass-SemiMech,Cases,CZ,2021-06-21,0.0614708960967653
USC-SIkJalpha,Cases,CZ,2021-06-21,0.0614708960967653
epiforecasts-EpiNow2,Deaths,CZ,2021-06-21,0.107109561375927
IEM_Health-CovidProject,Deaths,CZ,2021-06-21,0.0732731650978772
ILM-EKF,Deaths,CZ,2021-06-21,0.107109561375927
LANL-GrowthRate,Deaths,CZ,2021-06-21,0.107109561375927
MUNI-ARIMA,Deaths,CZ,2021-06-21,0.156152745191417
MUNI_DMS-SEIAR,Deaths,CZ,2021-06-21,0.0732731650978772
RobertWalraven-ESG,Deaths,CZ,2021-06-21,0.156152745191417
UMass-MechBayes,Deaths,CZ,2021-06-21,0.0732731650978772
UMass-SemiMech,Deaths,CZ,2021-06-21,0.0732731650978772
USC-SIkJalpha,Deaths,CZ,2021-06-21,0.0732731650978772
CovidMetrics-epiBATS,Cases,DE,2021-06-21,0.087567308290227
epiforecasts-EpiNow2,Cases,DE,2021-06-21,0.0945462893206275
FIAS_FZJ-Epi1Ger,Cases,DE,2021-06-21,0.0339432011945728
HZI-AgeExtendedSEIR,Cases,DE,2021-06-21,0.0339432011945728
IEM_Health-CovidProject,Cases,DE,2021-06-21,0.0339432011945728
ILM-EKF,Cases,DE,2021-06-21,0.0945462893206275
itwm-dSEIR,Cases,DE,2021-06-21,0.0339432011945728
ITWW-county_repro,Cases,DE,2021-06-21,0.0945462893206275
Karlen-pypm,Cases,DE,2021-06-21,0.0339432011945728
LANL-GrowthRate,Cases,DE,2021-06-21,0.0945462893206275
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-06-21,0.0339432011945728
MUNI-ARIMA,Cases,DE,2021-06-21,0.087567308290227
RobertWalraven-ESG,Cases,DE,2021-06-21,0.087567308290227
UMass-SemiMech,Cases,DE,2021-06-21,0.0339432011945728
UNIPV-BayesINGARCHX,Cases,DE,2021-06-21,0.087567308290227
USC-SIkJalpha,Cases,DE,2021-06-21,0.0339432011945728
epiforecasts-EpiNow2,Deaths,DE,2021-06-21,0.0997094075199719
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-06-21,0.0375720991800473
HZI-AgeExtendedSEIR,Deaths,DE,2021-06-21,0.0375720991800473
IEM_Health-CovidProject,Deaths,DE,2021-06-21,0.0375720991800473
ILM-EKF,Deaths,DE,2021-06-21,0.0997094075199719
itwm-dSEIR,Deaths,DE,2021-06-21,0.0375720991800473
ITWW-county_repro,Deaths,DE,2021-06-21,0.0997094075199719
Karlen-pypm,Deaths,DE,2021-06-21,0.0375720991800473
LANL-GrowthRate,Deaths,DE,2021-06-21,0.0997094075199719
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-06-21,0.0375720991800473
MUNI-ARIMA,Deaths,DE,2021-06-21,0.131506738649843
RobertWalraven-ESG,Deaths,DE,2021-06-21,0.131506738649843
UMass-MechBayes,Deaths,DE,2021-06-21,0.0375720991800473
UMass-SemiMech,Deaths,DE,2021-06-21,0.0375720991800473
USC-SIkJalpha,Deaths,DE,2021-06-21,0.0375720991800473
epiforecasts-EpiNow2,Cases,FR,2021-06-21,0.145674987169208
IEM_Health-CovidProject,Cases,FR,2021-06-21,0.0923533396840572
ILM-EKF,Cases,FR,2021-06-21,0.145674987169208
LANL-GrowthRate,Cases,FR,2021-06-21,0.145674987169208
MUNI-ARIMA,Cases,FR,2021-06-21,0.095305006480068
RobertWalraven-ESG,Cases,FR,2021-06-21,0.095305006480068
UMass-SemiMech,Cases,FR,2021-06-21,0.0923533396840572
UNIPV-BayesINGARCHX,Cases,FR,2021-06-21,0.095305006480068
USC-SIkJalpha,Cases,FR,2021-06-21,0.0923533396840572
epiforecasts-EpiNow2,Deaths,FR,2021-06-21,0.115344558227704
IEM_Health-CovidProject,Deaths,FR,2021-06-21,0.0873055951381486
ILM-EKF,Deaths,FR,2021-06-21,0.115344558227704
LANL-GrowthRate,Deaths,FR,2021-06-21,0.115344558227704
MUNI-ARIMA,Deaths,FR,2021-06-21,0.152371972382148
RobertWalraven-ESG,Deaths,FR,2021-06-21,0.152371972382148
UMass-MechBayes,Deaths,FR,2021-06-21,0.0873055951381486
UMass-SemiMech,Deaths,FR,2021-06-21,0.0873055951381486
USC-SIkJalpha,Deaths,FR,2021-06-21,0.0873055951381486
epiforecasts-EpiNow2,Cases,GB,2021-06-21,0.120261231673776
IEM_Health-CovidProject,Cases,GB,2021-06-21,0.10057706194038
ILM-EKF,Cases,GB,2021-06-21,0.120261231673776
LANL-GrowthRate,Cases,GB,2021-06-21,0.120261231673776
MUNI-ARIMA,Cases,GB,2021-06-21,0.168742559578767
RobertWalraven-ESG,Cases,GB,2021-06-21,0.168742559578767
UMass-SemiMech,Cases,GB,2021-06-21,0.10057706194038
USC-SIkJalpha,Cases,GB,2021-06-21,0.10057706194038
epiforecasts-EpiNow2,Deaths,GB,2021-06-21,0.139008668236745
IEM_Health-CovidProject,Deaths,GB,2021-06-21,0.0895700146232479
ILM-EKF,Deaths,GB,2021-06-21,0.139008668236745
LANL-GrowthRate,Deaths,GB,2021-06-21,0.139008668236745
MUNI-ARIMA,Deaths,GB,2021-06-21,0.112346968398387
RobertWalraven-ESG,Deaths,GB,2021-06-21,0.112346968398387
UMass-MechBayes,Deaths,GB,2021-06-21,0.0895700146232479
UMass-SemiMech,Deaths,GB,2021-06-21,0.0895700146232479
USC-SIkJalpha,Deaths,GB,2021-06-21,0.0895700146232479
epiforecasts-EpiNow2,Cases,PL,2021-06-21,0.149970088706336
IEM_Health-CovidProject,Cases,PL,2021-06-21,0.033506924464345
ILM-EKF,Cases,PL,2021-06-21,0.149970088706336
ITWW-county_repro,Cases,PL,2021-06-21,0.149970088706336
LANL-GrowthRate,Cases,PL,2021-06-21,0.149970088706336
MIMUW-StochSEIR,Cases,PL,2021-06-21,0.033506924464345
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-06-21,0.033506924464345
MUNI-ARIMA,Cases,PL,2021-06-21,0.0995390491942932
PL_GRedlarski-DistrictsSum,Cases,PL,2021-06-21,0.033506924464345
RobertWalraven-ESG,Cases,PL,2021-06-21,0.0995390491942932
UMass-SemiMech,Cases,PL,2021-06-21,0.033506924464345
USC-SIkJalpha,Cases,PL,2021-06-21,0.033506924464345
epiforecasts-EpiNow2,Deaths,PL,2021-06-21,0.108748702249531
IEM_Health-CovidProject,Deaths,PL,2021-06-21,0.0498815945829378
ILM-EKF,Deaths,PL,2021-06-21,0.108748702249531
ITWW-county_repro,Deaths,PL,2021-06-21,0.108748702249531
LANL-GrowthRate,Deaths,PL,2021-06-21,0.108748702249531
MIMUW-StochSEIR,Deaths,PL,2021-06-21,0.0498815945829378
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-06-21,0.0498815945829378
MUNI-ARIMA,Deaths,PL,2021-06-21,0.132857811752124
RobertWalraven-ESG,Deaths,PL,2021-06-21,0.132857811752124
UMass-MechBayes,Deaths,PL,2021-06-21,0.0498815945829378
UMass-SemiMech,Deaths,PL,2021-06-21,0.0498815945829378
USC-SIkJalpha,Deaths,PL,2021-06-21,0.0498815945829378
epiforecasts-EpiNow2,Cases,CZ,2021-06-28,0.180306910978769
IEM_Health-CovidProject,Cases,CZ,2021-06-28,0.0781448432376103
ILM-EKF,Cases,CZ,2021-06-28,0.180306910978769
LANL-GrowthRate,Cases,CZ,2021-06-28,0.180306910978769
MUNI-ARIMA,Cases,CZ,2021-06-28,0.0732499470566258
MUNI_DMS-SEIAR,Cases,CZ,2021-06-28,0.0781448432376103
RobertWalraven-ESG,Cases,CZ,2021-06-28,0.0732499470566258
UMass-SemiMech,Cases,CZ,2021-06-28,0.0781448432376103
USC-SIkJalpha,Cases,CZ,2021-06-28,0.0781448432376103
epiforecasts-EpiNow2,Deaths,CZ,2021-06-28,0.128960136966753
IEM_Health-CovidProject,Deaths,CZ,2021-06-28,0.0673081968130778
ILM-EKF,Deaths,CZ,2021-06-28,0.128960136966753
LANL-GrowthRate,Deaths,CZ,2021-06-28,0.128960136966753
MUNI-ARIMA,Deaths,CZ,2021-06-28,0.138289302517177
MUNI_DMS-SEIAR,Deaths,CZ,2021-06-28,0.0673081968130778
RobertWalraven-ESG,Deaths,CZ,2021-06-28,0.138289302517177
UMass-MechBayes,Deaths,CZ,2021-06-28,0.0673081968130778
UMass-SemiMech,Deaths,CZ,2021-06-28,0.0673081968130778
USC-SIkJalpha,Deaths,CZ,2021-06-28,0.0673081968130778
CovidMetrics-epiBATS,Cases,DE,2021-06-28,0.0776157212361978
epiforecasts-EpiNow2,Cases,DE,2021-06-28,0.119278689071933
FIAS_FZJ-Epi1Ger,Cases,DE,2021-06-28,0.0265527948459344
HZI-AgeExtendedSEIR,Cases,DE,2021-06-28,0.0265527948459344
IEM_Health-CovidProject,Cases,DE,2021-06-28,0.0265527948459344
ILM-EKF,Cases,DE,2021-06-28,0.119278689071933
itwm-dSEIR,Cases,DE,2021-06-28,0.0265527948459344
ITWW-county_repro,Cases,DE,2021-06-28,0.119278689071933
Karlen-pypm,Cases,DE,2021-06-28,0.0265527948459344
LANL-GrowthRate,Cases,DE,2021-06-28,0.119278689071933
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-06-28,0.0265527948459344
MUNI-ARIMA,Cases,DE,2021-06-28,0.0776157212361978
RobertWalraven-ESG,Cases,DE,2021-06-28,0.0776157212361978
UMass-SemiMech,Cases,DE,2021-06-28,0.0265527948459344
UNIPV-BayesINGARCHX,Cases,DE,2021-06-28,0.0776157212361978
USC-SIkJalpha,Cases,DE,2021-06-28,0.0265527948459344
epiforecasts-EpiNow2,Deaths,DE,2021-06-28,0.0930783924812192
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-06-28,0.0382151966622453
HZI-AgeExtendedSEIR,Deaths,DE,2021-06-28,0.0382151966622453
IEM_Health-CovidProject,Deaths,DE,2021-06-28,0.0382151966622453
ILM-EKF,Deaths,DE,2021-06-28,0.0930783924812192
itwm-dSEIR,Deaths,DE,2021-06-28,0.0382151966622453
ITWW-county_repro,Deaths,DE,2021-06-28,0.0930783924812192
Karlen-pypm,Deaths,DE,2021-06-28,0.0382151966622453
LANL-GrowthRate,Deaths,DE,2021-06-28,0.0930783924812192
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-06-28,0.0382151966622453
MUNI-ARIMA,Deaths,DE,2021-06-28,0.141874830057458
RobertWalraven-ESG,Deaths,DE,2021-06-28,0.141874830057458
UMass-MechBayes,Deaths,DE,2021-06-28,0.0382151966622453
UMass-SemiMech,Deaths,DE,2021-06-28,0.0382151966622453
USC-SIkJalpha,Deaths,DE,2021-06-28,0.0382151966622453
epiforecasts-EpiNow2,Cases,FR,2021-06-28,0.194117908739817
IEM_Health-CovidProject,Cases,FR,2021-06-28,0.0736410083163862
ILM-EKF,Cases,FR,2021-06-28,0.194117908739817
LANL-GrowthRate,Cases,FR,2021-06-28,0.194117908739817
MUNI-ARIMA,Cases,FR,2021-06-28,0.0655744162771303
RobertWalraven-ESG,Cases,FR,2021-06-28,0.0655744162771303
UMass-SemiMech,Cases,FR,2021-06-28,0.0736410083163862
UNIPV-BayesINGARCHX,Cases,FR,2021-06-28,0.0655744162771303
USC-SIkJalpha,Cases,FR,2021-06-28,0.0736410083163862
epiforecasts-EpiNow2,Deaths,FR,2021-06-28,0.178088666877539
IEM_Health-CovidProject,Deaths,FR,2021-06-28,0.0640773890386691
ILM-EKF,Deaths,FR,2021-06-28,0.178088666877539
LANL-GrowthRate,Deaths,FR,2021-06-28,0.178088666877539
MUNI-ARIMA,Deaths,FR,2021-06-28,0.104712221606353
RobertWalraven-ESG,Deaths,FR,2021-06-28,0.104712221606353
UMass-MechBayes,Deaths,FR,2021-06-28,0.0640773890386691
UMass-SemiMech,Deaths,FR,2021-06-28,0.0640773890386691
USC-SIkJalpha,Deaths,FR,2021-06-28,0.0640773890386691
epiforecasts-EpiNow2,Cases,GB,2021-06-28,0.155016434159946
IEM_Health-CovidProject,Cases,GB,2021-06-28,0.0971035654251551
ILM-EKF,Cases,GB,2021-06-28,0.155016434159946
LANL-GrowthRate,Cases,GB,2021-06-28,0.155016434159946
MUNI-ARIMA,Cases,GB,2021-06-28,0.121820000622349
RobertWalraven-ESG,Cases,GB,2021-06-28,0.121820000622349
UMass-SemiMech,Cases,GB,2021-06-28,0.0971035654251551
USC-SIkJalpha,Cases,GB,2021-06-28,0.0971035654251551
epiforecasts-EpiNow2,Deaths,GB,2021-06-28,0.140475835285566
IEM_Health-CovidProject,Deaths,GB,2021-06-28,0.0806661201395863
ILM-EKF,Deaths,GB,2021-06-28,0.140475835285566
LANL-GrowthRate,Deaths,GB,2021-06-28,0.140475835285566
MUNI-ARIMA,Deaths,GB,2021-06-28,0.127954006792479
RobertWalraven-ESG,Deaths,GB,2021-06-28,0.127954006792479
UMass-MechBayes,Deaths,GB,2021-06-28,0.0806661201395863
UMass-SemiMech,Deaths,GB,2021-06-28,0.0806661201395863
USC-SIkJalpha,Deaths,GB,2021-06-28,0.0806661201395863
epiforecasts-EpiNow2,Cases,PL,2021-06-28,0.157330904853683
IEM_Health-CovidProject,Cases,PL,2021-06-28,0.0437932512017049
ILM-EKF,Cases,PL,2021-06-28,0.157330904853683
ITWW-county_repro,Cases,PL,2021-06-28,0.157330904853683
LANL-GrowthRate,Cases,PL,2021-06-28,0.157330904853683
MIMUW-StochSEIR,Cases,PL,2021-06-28,0.0437932512017049
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-06-28,0.0437932512017049
MUNI-ARIMA,Cases,PL,2021-06-28,0.0539584366875187
PL_GRedlarski-DistrictsSum,Cases,PL,2021-06-28,0.0437932512017049
RobertWalraven-ESG,Cases,PL,2021-06-28,0.0539584366875187
UMass-SemiMech,Cases,PL,2021-06-28,0.0437932512017049
USC-SIkJalpha,Cases,PL,2021-06-28,0.0437932512017049
epiforecasts-EpiNow2,Deaths,PL,2021-06-28,0.100991844465118
IEM_Health-CovidProject,Deaths,PL,2021-06-28,0.0682617456964998
ILM-EKF,Deaths,PL,2021-06-28,0.100991844465118
ITWW-county_repro,Deaths,PL,2021-06-28,0.100991844465118
LANL-GrowthRate,Deaths,PL,2021-06-28,0.100991844465118
MIMUW-StochSEIR,Deaths,PL,2021-06-28,0.0682617456964998
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-06-28,0.0682617456964998
MUNI-ARIMA,Deaths,PL,2021-06-28,0.0932310739802639
RobertWalraven-ESG,Deaths,PL,2021-06-28,0.0932310739802639
UMass-MechBayes,Deaths,PL,2021-06-28,0.0682617456964998
UMass-SemiMech,Deaths,PL,2021-06-28,0.0682617456964998
USC-SIkJalpha,Deaths,PL,2021-06-28,0.0682617456964998
epiforecasts-EpiNow2,Cases,CZ,2021-07-05,0.137071742301788
IEM_Health-CovidProject,Cases,CZ,2021-07-05,0.0993516945833279
ILM-EKF,Cases,CZ,2021-07-05,0.137071742301788
LANL-GrowthRate,Cases,CZ,2021-07-05,0.137071742301788
MUNI-ARIMA,Cases,CZ,2021-07-05,0.0956889973806625
MUNI_DMS-SEIAR,Cases,CZ,2021-07-05,0.0993516945833279
RobertWalraven-ESG,Cases,CZ,2021-07-05,0.0956889973806625
UMass-SemiMech,Cases,CZ,2021-07-05,0.0993516945833279
USC-SIkJalpha,Cases,CZ,2021-07-05,0.0993516945833279
epiforecasts-EpiNow2,Deaths,CZ,2021-07-05,0.129710366114366
IEM_Health-CovidProject,Deaths,CZ,2021-07-05,0.0681334543053972
ILM-EKF,Deaths,CZ,2021-07-05,0.129710366114366
LANL-GrowthRate,Deaths,CZ,2021-07-05,0.129710366114366
MUNI-ARIMA,Deaths,CZ,2021-07-05,0.135100815064958
MUNI_DMS-SEIAR,Deaths,CZ,2021-07-05,0.0681334543053972
RobertWalraven-ESG,Deaths,CZ,2021-07-05,0.135100815064958
UMass-MechBayes,Deaths,CZ,2021-07-05,0.0681334543053972
UMass-SemiMech,Deaths,CZ,2021-07-05,0.0681334543053972
USC-SIkJalpha,Deaths,CZ,2021-07-05,0.0681334543053972
CovidMetrics-epiBATS,Cases,DE,2021-07-05,0.059767383489861
epiforecasts-EpiNow2,Cases,DE,2021-07-05,0.0893621534672189
FIAS_FZJ-Epi1Ger,Cases,DE,2021-07-05,0.0392649623380577
HZI-AgeExtendedSEIR,Cases,DE,2021-07-05,0.0392649623380577
IEM_Health-CovidProject,Cases,DE,2021-07-05,0.0392649623380577
ILM-EKF,Cases,DE,2021-07-05,0.0893621534672189
itwm-dSEIR,Cases,DE,2021-07-05,0.0392649623380577
ITWW-county_repro,Cases,DE,2021-07-05,0.0893621534672189
Karlen-pypm,Cases,DE,2021-07-05,0.0392649623380577
KITmetricslab-bivar_branching,Cases,DE,2021-07-05,0.0893621534672189
LANL-GrowthRate,Cases,DE,2021-07-05,0.0893621534672189
MIT_CovidAnalytics-DELPHI,Cases,DE,2021-07-05,0.0392649623380577
MUNI-ARIMA,Cases,DE,2021-07-05,0.059767383489861
RobertWalraven-ESG,Cases,DE,2021-07-05,0.059767383489861
UMass-SemiMech,Cases,DE,2021-07-05,0.0392649623380577
UNIPV-BayesINGARCHX,Cases,DE,2021-07-05,0.059767383489861
USC-SIkJalpha,Cases,DE,2021-07-05,0.0392649623380577
epiforecasts-EpiNow2,Deaths,DE,2021-07-05,0.0918649037869976
FIAS_FZJ-Epi1Ger,Deaths,DE,2021-07-05,0.0360482615337703
HZI-AgeExtendedSEIR,Deaths,DE,2021-07-05,0.0360482615337703
IEM_Health-CovidProject,Deaths,DE,2021-07-05,0.0360482615337703
ILM-EKF,Deaths,DE,2021-07-05,0.0918649037869976
itwm-dSEIR,Deaths,DE,2021-07-05,0.0360482615337703
ITWW-county_repro,Deaths,DE,2021-07-05,0.0918649037869976
Karlen-pypm,Deaths,DE,2021-07-05,0.0360482615337703
LANL-GrowthRate,Deaths,DE,2021-07-05,0.0918649037869976
MIT_CovidAnalytics-DELPHI,Deaths,DE,2021-07-05,0.0360482615337703
MUNI-ARIMA,Deaths,DE,2021-07-05,0.154053015524039
RobertWalraven-ESG,Deaths,DE,2021-07-05,0.154053015524039
UMass-MechBayes,Deaths,DE,2021-07-05,0.0360482615337703
UMass-SemiMech,Deaths,DE,2021-07-05,0.0360482615337703
USC-SIkJalpha,Deaths,DE,2021-07-05,0.0360482615337703
epiforecasts-EpiNow2,Cases,FR,2021-07-05,0.194436593206022
IEM_Health-CovidProject,Cases,FR,2021-07-05,0.0701284937099244
ILM-EKF,Cases,FR,2021-07-05,0.194436593206022
LANL-GrowthRate,Cases,FR,2021-07-05,0.194436593206022
MUNI-ARIMA,Cases,FR,2021-07-05,0.10315236962608
RobertWalraven-ESG,Cases,FR,2021-07-05,0.10315236962608
UMass-SemiMech,Cases,FR,2021-07-05,0.0701284937099244
USC-SIkJalpha,Cases,FR,2021-07-05,0.0701284937099244
epiforecasts-EpiNow2,Deaths,FR,2021-07-05,0.170765065217955
IEM_Health-CovidProject,Deaths,FR,2021-07-05,0.05970939523335
ILM-EKF,Deaths,FR,2021-07-05,0.170765065217955
LANL-GrowthRate,Deaths,FR,2021-07-05,0.170765065217955
MUNI-ARIMA,Deaths,FR,2021-07-05,0.124433611706368
RobertWalraven-ESG,Deaths,FR,2021-07-05,0.124433611706368
UMass-MechBayes,Deaths,FR,2021-07-05,0.05970939523335
UMass-SemiMech,Deaths,FR,2021-07-05,0.05970939523335
USC-SIkJalpha,Deaths,FR,2021-07-05,0.05970939523335
epiforecasts-EpiNow2,Cases,GB,2021-07-05,0.146407022277842
IEM_Health-CovidProject,Cases,GB,2021-07-05,0.113710778503427
ILM-EKF,Cases,GB,2021-07-05,0.146407022277842
LANL-GrowthRate,Cases,GB,2021-07-05,0.146407022277842
MUNI-ARIMA,Cases,GB,2021-07-05,0.109823298828096
RobertWalraven-ESG,Cases,GB,2021-07-05,0.109823298828096
UMass-SemiMech,Cases,GB,2021-07-05,0.113710778503427
USC-SIkJalpha,Cases,GB,2021-07-05,0.113710778503427
epiforecasts-EpiNow2,Deaths,GB,2021-07-05,0.121800117375891
IEM_Health-CovidProject,Deaths,GB,2021-07-05,0.0694743870933498
ILM-EKF,Deaths,GB,2021-07-05,0.121800117375891
LANL-GrowthRate,Deaths,GB,2021-07-05,0.121800117375891
MUNI-ARIMA,Deaths,GB,2021-07-05,0.178351049749464
RobertWalraven-ESG,Deaths,GB,2021-07-05,0.178351049749464
UMass-MechBayes,Deaths,GB,2021-07-05,0.0694743870933498
UMass-SemiMech,Deaths,GB,2021-07-05,0.0694743870933498
USC-SIkJalpha,Deaths,GB,2021-07-05,0.0694743870933498
epiforecasts-EpiNow2,Cases,PL,2021-07-05,0.134949443198493
IEM_Health-CovidProject,Cases,PL,2021-07-05,0.0637478564811221
ILM-EKF,Cases,PL,2021-07-05,0.134949443198493
ITWW-county_repro,Cases,PL,2021-07-05,0.134949443198493
LANL-GrowthRate,Cases,PL,2021-07-05,0.134949443198493
MIMUW-StochSEIR,Cases,PL,2021-07-05,0.0637478564811221
MIT_CovidAnalytics-DELPHI,Cases,PL,2021-07-05,0.0637478564811221
MUNI-ARIMA,Cases,PL,2021-07-05,0.0388575441596487
PL_GRedlarski-DistrictsSum,Cases,PL,2021-07-05,0.0637478564811221
RobertWalraven-ESG,Cases,PL,2021-07-05,0.0388575441596487
UMass-SemiMech,Cases,PL,2021-07-05,0.0637478564811221
USC-SIkJalpha,Cases,PL,2021-07-05,0.0637478564811221
epiforecasts-EpiNow2,Deaths,PL,2021-07-05,0.0960869769893475
IEM_Health-CovidProject,Deaths,PL,2021-07-05,0.0746990374877298
ILM-EKF,Deaths,PL,2021-07-05,0.0960869769893475
ITWW-county_repro,Deaths,PL,2021-07-05,0.0960869769893475
LANL-GrowthRate,Deaths,PL,2021-07-05,0.0960869769893475
MIMUW-StochSEIR,Deaths,PL,2021-07-05,0.0746990374877298
MIT_CovidAnalytics-DELPHI,Deaths,PL,2021-07-05,0.0746990374877298
