model,target_type,location,target_end_date,true_value,population,forecast_date,quantile,prediction,horizon,n,model_type,availability
median_ensemble,Cases,CZ,2021-03-20,67298,10591323,2021-03-15,0.01,47153.5,1,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-20,1447,10591323,2021-03-15,0.01,1195.5,1,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-27,51615,10591323,2021-03-15,0.01,30470,2,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-27,1248,10591323,2021-03-15,0.01,1008,2,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-03,38713,10591323,2021-03-15,0.01,17050.5,3,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-03,1089,10591323,2021-03-15,0.01,829,3,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-10,28238,10591323,2021-03-15,0.01,11972,4,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-10,867,10591323,2021-03-15,0.01,713,4,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-20,67298,10591323,2021-03-15,0.025,49634.5,1,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-20,1447,10591323,2021-03-15,0.025,1225.5,1,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-27,51615,10591323,2021-03-15,0.025,33498.5,2,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-27,1248,10591323,2021-03-15,0.025,1107,2,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-03,38713,10591323,2021-03-15,0.025,21113.5,3,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-03,1089,10591323,2021-03-15,0.025,923.5,3,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-10,28238,10591323,2021-03-15,0.025,15805,4,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-10,867,10591323,2021-03-15,0.025,795,4,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-20,67298,10591323,2021-03-15,0.05,54392.5,1,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-20,1447,10591323,2021-03-15,0.05,1275.5,1,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-27,51615,10591323,2021-03-15,0.05,36920.5,2,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-27,1248,10591323,2021-03-15,0.05,1178.5,2,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-03,38713,10591323,2021-03-15,0.05,25196.5,3,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-03,1089,10591323,2021-03-15,0.05,1024,3,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-10,28238,10591323,2021-03-15,0.05,20057.5,4,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-10,867,10591323,2021-03-15,0.05,831.5,4,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-20,67298,10591323,2021-03-15,0.1,58710,1,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-20,1447,10591323,2021-03-15,0.1,1344.5,1,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-27,51615,10591323,2021-03-15,0.1,41919.5,2,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-27,1248,10591323,2021-03-15,0.1,1294.5,2,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-03,38713,10591323,2021-03-15,0.1,30444.5,3,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-03,1089,10591323,2021-03-15,0.1,1150,3,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-10,28238,10591323,2021-03-15,0.1,25140,4,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-10,867,10591323,2021-03-15,0.1,911.5,4,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-20,67298,10591323,2021-03-15,0.15,61490.5,1,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-20,1447,10591323,2021-03-15,0.15,1384,1,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-27,51615,10591323,2021-03-15,0.15,45922.5,2,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-27,1248,10591323,2021-03-15,0.15,1362.5,2,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-03,38713,10591323,2021-03-15,0.15,34149.5,3,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-03,1089,10591323,2021-03-15,0.15,1204.5,3,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-10,28238,10591323,2021-03-15,0.15,28174,4,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-10,867,10591323,2021-03-15,0.15,975,4,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-20,67298,10591323,2021-03-15,0.2,63815.5,1,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-20,1447,10591323,2021-03-15,0.2,1418.5,1,4,ensemble,1
median_ensemble,Cases,CZ,2021-03-27,51615,10591323,2021-03-15,0.2,48985,2,4,ensemble,1
median_ensemble,Deaths,CZ,2021-03-27,1248,10591323,2021-03-15,0.2,1412,2,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-03,38713,10591323,2021-03-15,0.2,36410.5,3,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-03,1089,10591323,2021-03-15,0.2,1265.5,3,4,ensemble,1
median_ensemble,Cases,CZ,2021-04-10,28238,10591323,2021-03-15,0.2,31082.5,4,4,ensemble,1
median_ensemble,Deaths,CZ,2021-04-10,867,10591323,2021-03-15,0.2,1042.5,4,4,ensemble,1
